"Game Title","User Rating","Age Group Targeted",Price,Platform,"Requires Special Device",Developer,Publisher,"Release Year",Genre,Multiplayer,"Game Length (Hours)","Graphics Quality","Soundtrack Quality","Story Quality","User Review Text","Game Mode","Min Number of Players"
"1000-Piece Puzzle",19.7,Teens,35.91,"Nintendo Switch",Yes,"Game Freak","Square Enix",2011,Fighting,Yes,12.5,Medium,Poor,Average,"Solid game, but the gameplay is amazing.",Online,7
"Super Smash Bros. Ultimate",32.3,"All Ages",43.37,PlayStation,No,Nintendo,Innersloth,2015,Simulation,No,40.2,High,Poor,Poor,"Great game, but the graphics could be better.",Online,2
"League of Legends",39.9,Kids,50.8,"Nintendo Switch",Yes,Bungie,Activision,2023,Adventure,Yes,52.3,Medium,Poor,Good,"Solid game, but too many bugs.",Offline,3
"Among Us",39.5,"All Ages",51.67,"Nintendo Switch",No,Nintendo,Nintendo,2018,Shooter,Yes,49.3,High,Average,Average,"Disappointing game, but the gameplay is amazing.",Online,10
"Super Smash Bros. Ultimate",28.4,Kids,37.15,PlayStation,No,Valve,Activision,2013,Action,Yes,32.9,Medium,Excellent,Poor,"Amazing game, but the gameplay is amazing.",Offline,4
"Bioshock Infinite",21.5,Kids,23.01,PC,No,Nintendo,Capcom,2011,Puzzle,No,37.5,Medium,Poor,Good,"Great game, but too many bugs.",Online,7
"Spelunky 2",37.2,Kids,41.09,Xbox,Yes,"Game Freak","Square Enix",2015,Adventure,No,56,Ultra,Average,Average,"Great game, but too many bugs.",Offline,6
"Animal Crossing: New Horizons",30.9,Teens,48.9,Mobile,No,Nintendo,Activision,2022,Shooter,No,17.3,Medium,Poor,Poor,"Solid game, but the graphics could be better.",Offline,2
"Street Fighter V",37.3,Kids,57.45,PlayStation,No,Capcom,"Epic Games",2015,Shooter,Yes,35.3,High,Good,Poor,"Amazing game, but the graphics could be better.",Offline,2
"Super Mario Odyssey",31.4,Adults,58.07,Mobile,No,Valve,Activision,2021,Adventure,No,11.7,Ultra,Poor,Good,"Great game, but the graphics could be better.",Online,8
"Half-Life: Alyx",23.5,"All Ages",20.44,Mobile,Yes,"Rockstar Games",Activision,2023,Simulation,Yes,39.5,Ultra,Poor,Excellent,"Disappointing game, but the gameplay is amazing.",Online,5
"Spelunky 2",21.2,Kids,30.64,"Nintendo Switch",Yes,Innersloth,"Take-Two Interactive",2011,Simulation,No,15.2,High,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,6
"Hitman 3",39.6,Adults,58.99,PC,No,Innersloth,"Square Enix",2015,Strategy,Yes,31.6,Ultra,Average,Poor,"Disappointing game, but the gameplay is amazing.",Offline,10
"FIFA 24",12.2,Adults,22.86,"Nintendo Switch",Yes,Nintendo,Nintendo,2012,Simulation,No,6.7,Medium,Poor,Average,"Great game, but too many bugs.",Online,3
"Spelunky 2",27.8,Teens,48.27,Mobile,No,Innersloth,Nintendo,2017,Action,Yes,14.9,High,Poor,Good,"Solid game, but the graphics could be better.",Offline,2
"Spelunky 2",23.8,Adults,26.08,"Nintendo Switch",No,Nintendo,"Electronic Arts",2022,Adventure,No,41,Medium,Average,Good,"Amazing game, but the graphics could be better.",Online,5
Cuphead,42.9,Adults,47.47,PlayStation,No,Valve,"Electronic Arts",2022,Puzzle,No,59,Medium,Average,Good,"Great game, but the graphics could be better.",Online,5
"Portal 2",21.1,Teens,33.56,"Nintendo Switch",No,Nintendo,Innersloth,2020,Adventure,No,12.8,High,Good,Good,"Amazing game, but the graphics could be better.",Offline,7
Fortnite,33.2,Kids,29.87,Mobile,Yes,"Rockstar Games",Valve,2019,Shooter,Yes,55.7,High,Poor,Good,"Amazing game, but too many bugs.",Online,8
"Kingdom Hearts III",35.3,"All Ages",37.53,PlayStation,No,"Rockstar Games","Take-Two Interactive",2018,Strategy,No,59,High,Good,Poor,"Disappointing game, but too many bugs.",Offline,5
"Ghost of Tsushima",26.7,Kids,25.11,PC,Yes,"Rockstar Games",Capcom,2013,Strategy,Yes,40.4,Ultra,Excellent,Poor,"Disappointing game, but too many bugs.",Online,5
"Tekken 7",29.4,"All Ages",29.75,PlayStation,Yes,"EA Sports",Valve,2018,RPG,No,45.4,High,Excellent,Poor,"Disappointing game, but the graphics could be better.",Online,8
"Halo Infinite",38.1,"All Ages",39.75,Mobile,Yes,"CD Projekt Red","Electronic Arts",2016,Party,Yes,58.6,Ultra,Average,Excellent,"Solid game, but the gameplay is amazing.",Offline,3
"Red Dead Redemption 2",36.1,Kids,59.64,PC,Yes,"Game Freak","Electronic Arts",2020,Adventure,Yes,27.1,Ultra,Average,Poor,"Great game, but the gameplay is amazing.",Online,5
"Counter-Strike: Global Offensive",34,Adults,50.99,Mobile,No,Capcom,Capcom,2021,Strategy,Yes,23.4,Low,Average,Poor,"Disappointing game, but too many bugs.",Online,3
"Portal 2",32.8,"All Ages",57.74,Xbox,Yes,Valve,Valve,2022,Puzzle,No,15,High,Poor,Poor,"Amazing game, but too many bugs.",Online,6
"Call of Duty: Modern Warfare 2",11.8,Teens,21.9,"Nintendo Switch",Yes,"Rockstar Games",Nintendo,2023,Puzzle,No,8.7,Medium,Good,Average,"Solid game, but too many bugs.",Offline,3
"League of Legends",42.1,"All Ages",56,Mobile,No,"Game Freak","Square Enix",2016,RPG,Yes,53.1,High,Good,Excellent,"Solid game, but the gameplay is amazing.",Online,5
"Halo Infinite",15.3,Teens,21.73,PC,No,Bungie,Activision,2022,Fighting,Yes,20.9,Medium,Good,Good,"Solid game, but too many bugs.",Offline,2
"Spelunky 2",28.4,Teens,45.57,PlayStation,No,Nintendo,Innersloth,2013,RPG,Yes,21.1,Medium,Average,Excellent,"Amazing game, but too many bugs.",Offline,3
Tetris,24.1,Teens,41.92,"Nintendo Switch",Yes,"Epic Games","Electronic Arts",2019,Sports,No,15.6,Low,Good,Good,"Amazing game, but too many bugs.",Offline,10
"Mario Kart 8 Deluxe",30.3,Teens,53.09,"Nintendo Switch",Yes,"Rockstar Games",Activision,2010,Sports,No,6.3,High,Excellent,Good,"Great game, but the gameplay is amazing.",Offline,2
Cuphead,26.3,Kids,42.01,Xbox,Yes,"Game Freak","Electronic Arts",2017,Party,Yes,11,Low,Poor,Poor,"Disappointing game, but the gameplay is amazing.",Online,3
"Sid Meierâ€™s Civilization VI",33.5,Adults,40.32,PC,No,Innersloth,"Take-Two Interactive",2020,Adventure,No,47.4,High,Excellent,Good,"Disappointing game, but the graphics could be better.",Online,1
"Super Smash Bros. Ultimate",25.9,"All Ages",29.51,Xbox,Yes,"Rockstar Games",Innersloth,2016,Shooter,Yes,40.9,High,Good,Average,"Amazing game, but too many bugs.",Offline,4
"Bioshock Infinite",24.9,Teens,21.57,PC,No,"Epic Games",Nintendo,2018,Strategy,Yes,40.4,High,Good,Good,"Amazing game, but the gameplay is amazing.",Online,10
"Tekken 7",18.9,Kids,24.72,"Nintendo Switch",Yes,Innersloth,"Electronic Arts",2020,Puzzle,No,20.9,Ultra,Average,Average,"Solid game, but too many bugs.",Offline,10
"Stardew Valley",31,Teens,54.1,"Nintendo Switch",Yes,Bungie,"Square Enix",2010,Fighting,Yes,7.1,High,Poor,Average,"Great game, but the gameplay is amazing.",Online,8
"Portal 2",19.2,Teens,34.36,"Nintendo Switch",Yes,Innersloth,"Square Enix",2020,RPG,Yes,6.3,Low,Poor,Good,"Solid game, but too many bugs.",Online,6
"Stardew Valley",39.7,Adults,46.51,Xbox,No,"Rockstar Games",Nintendo,2013,Sports,Yes,50.7,Low,Poor,Good,"Disappointing game, but the gameplay is amazing.",Online,6
"League of Legends",33.5,Kids,51.22,PC,Yes,"Rockstar Games",Nintendo,2015,Simulation,Yes,24.2,Ultra,Excellent,Poor,"Amazing game, but the gameplay is amazing.",Offline,4
"Tekken 7",26.8,Teens,48.18,Mobile,No,"CD Projekt Red",Valve,2012,Strategy,No,15.7,Medium,Excellent,Excellent,"Disappointing game, but too many bugs.",Offline,6
"League of Legends",31.8,Kids,53.64,PlayStation,No,"Game Freak",Activision,2019,RPG,No,16.4,Ultra,Average,Poor,"Disappointing game, but the graphics could be better.",Offline,5
"Halo Infinite",29.1,Adults,29.66,Xbox,No,"CD Projekt Red",Capcom,2015,Shooter,No,46.3,Medium,Good,Poor,"Great game, but the gameplay is amazing.",Online,8
"Ghost of Tsushima",19.3,Teens,23.11,PC,Yes,"Epic Games","Electronic Arts",2021,Strategy,Yes,31.9,Low,Poor,Excellent,"Solid game, but the gameplay is amazing.",Online,6
"Call of Duty: Modern Warfare 2",27.8,Kids,39.38,PlayStation,No,"Epic Games","Take-Two Interactive",2019,Adventure,Yes,23.9,Ultra,Average,Excellent,"Amazing game, but too many bugs.",Offline,10
"Tomb Raider (2013)",21.7,"All Ages",23.08,PlayStation,No,Nintendo,Capcom,2021,Simulation,Yes,29.3,High,Good,Excellent,"Great game, but the gameplay is amazing.",Online,5
"Portal 2",39.4,Adults,56.81,PC,No,Nintendo,Nintendo,2010,Sports,Yes,38.8,High,Average,Good,"Solid game, but the gameplay is amazing.",Offline,6
"FIFA 24",38.3,Adults,40.35,Xbox,Yes,"Game Freak",Innersloth,2022,RPG,Yes,56.9,Ultra,Good,Excellent,"Great game, but too many bugs.",Offline,3
"Among Us",35.5,Teens,54.56,PlayStation,No,Nintendo,Valve,2010,Strategy,No,33.7,Ultra,Average,Poor,"Solid game, but the gameplay is amazing.",Offline,5
"Rocket League",25.4,"All Ages",24.3,Xbox,Yes,Valve,"Take-Two Interactive",2010,RPG,Yes,40.4,Low,Average,Excellent,"Amazing game, but too many bugs.",Offline,4
"Hitman 3",19,"All Ages",21.25,Xbox,No,Capcom,Capcom,2015,Strategy,No,25.9,Ultra,Excellent,Good,"Disappointing game, but too many bugs.",Offline,7
"Tekken 7",27.1,Adults,36.14,"Nintendo Switch",No,"EA Sports",Nintendo,2017,Fighting,Yes,26.1,Ultra,Good,Excellent,"Solid game, but the gameplay is amazing.",Online,10
"The Sims 4",17.1,Teens,28.2,"Nintendo Switch",Yes,Valve,Valve,2013,Simulation,Yes,15.2,Medium,Average,Excellent,"Amazing game, but the gameplay is amazing.",Offline,7
"Stardew Valley",17.9,Adults,30.43,"Nintendo Switch",Yes,"CD Projekt Red","Square Enix",2020,Action,No,6.6,Low,Good,Excellent,"Great game, but the gameplay is amazing.",Offline,2
"Rocket League",39.5,Kids,55.51,"Nintendo Switch",Yes,"EA Sports",Nintendo,2017,Shooter,Yes,40.9,High,Excellent,Excellent,"Amazing game, but the graphics could be better.",Offline,3
"Super Smash Bros. Ultimate",37,"All Ages",41.79,Xbox,No,Bungie,Valve,2022,Puzzle,Yes,55.6,Low,Average,Poor,"Solid game, but the graphics could be better.",Offline,6
"Spelunky 2",45.7,Adults,59.81,Mobile,Yes,"EA Sports",Innersloth,2010,Sports,No,56.3,Low,Good,Good,"Disappointing game, but the graphics could be better.",Offline,10
Minecraft,38.9,Kids,52.76,Xbox,Yes,"EA Sports","Epic Games",2019,Fighting,No,46.2,Low,Poor,Poor,"Solid game, but the gameplay is amazing.",Offline,1
"Tekken 7",24.5,Adults,22.81,"Nintendo Switch",Yes,Nintendo,"Epic Games",2019,Action,Yes,45.6,Ultra,Good,Average,"Solid game, but the graphics could be better.",Offline,1
Fortnite,25.2,Adults,26.01,Xbox,No,"EA Sports","Take-Two Interactive",2023,Sports,No,34,High,Good,Excellent,"Solid game, but the gameplay is amazing.",Online,6
"Pillars of Eternity II: Deadfire",22.8,Adults,40.76,Mobile,Yes,Bungie,"Take-Two Interactive",2020,Simulation,Yes,12.3,Low,Excellent,Good,"Great game, but the graphics could be better.",Online,7
"The Elder Scrolls V: Skyrim",28.9,Teens,36.15,PlayStation,No,Bungie,Activision,2019,Puzzle,No,32.4,Medium,Average,Good,"Solid game, but too many bugs.",Online,6
"Rocket League",25.4,Kids,27.94,Mobile,No,"Rockstar Games",Activision,2016,Fighting,No,42.5,Low,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,2
"Super Mario Odyssey",34.3,"All Ages",39.66,"Nintendo Switch",Yes,"CD Projekt Red",Nintendo,2012,Strategy,No,44.8,Ultra,Good,Poor,"Disappointing game, but the gameplay is amazing.",Offline,8
"Call of Duty: Modern Warfare 2",20.3,Adults,30.4,PlayStation,No,Capcom,Capcom,2017,Sports,No,12,Ultra,Good,Poor,"Great game, but the graphics could be better.",Online,3
"Red Dead Redemption 2",20.6,Teens,31.64,Mobile,Yes,"Game Freak",Innersloth,2021,Strategy,No,19.6,High,Poor,Good,"Great game, but the graphics could be better.",Offline,8
Minecraft,32.5,"All Ages",59.18,PlayStation,Yes,"Epic Games",Activision,2023,Strategy,Yes,12.9,Low,Good,Good,"Amazing game, but the gameplay is amazing.",Online,3
"PokÃ©mon Scarlet & Violet",21,Adults,29.85,PlayStation,No,Bungie,Capcom,2015,Sports,Yes,23.7,Ultra,Excellent,Poor,"Great game, but too many bugs.",Offline,3
"League of Legends",30.2,Kids,56.1,Mobile,Yes,"EA Sports","Electronic Arts",2013,Adventure,Yes,13,Ultra,Poor,Poor,"Great game, but the gameplay is amazing.",Offline,1
"Spelunky 2",20.1,Kids,23.11,Mobile,No,Valve,Nintendo,2016,Fighting,No,29,Low,Good,Average,"Solid game, but the gameplay is amazing.",Online,6
"Super Smash Bros. Ultimate",30.3,Teens,31.01,"Nintendo Switch",No,Valve,Innersloth,2011,Shooter,Yes,45.8,High,Excellent,Good,"Solid game, but the gameplay is amazing.",Offline,6
"Stardew Valley",19,Teens,29.88,Mobile,Yes,Nintendo,Innersloth,2017,Party,Yes,7.9,Medium,Poor,Good,"Disappointing game, but the graphics could be better.",Offline,8
Fortnite,26.7,Teens,35.64,Mobile,No,"Epic Games","Epic Games",2020,Sports,No,29.4,High,Poor,Excellent,"Great game, but too many bugs.",Offline,10
"Stardew Valley",23.4,Kids,24.13,Xbox,No,"Rockstar Games","Square Enix",2018,Shooter,Yes,40.5,Medium,Poor,Average,"Disappointing game, but the gameplay is amazing.",Offline,8
"Bioshock Infinite",24.6,Adults,29.5,PlayStation,No,"Rockstar Games",Innersloth,2015,Strategy,No,30.8,High,Average,Poor,"Disappointing game, but too many bugs.",Online,2
"Sid Meierâ€™s Civilization VI",24.9,"All Ages",20.57,Mobile,No,Bungie,Valve,2021,Fighting,Yes,50.4,High,Average,Good,"Great game, but the gameplay is amazing.",Online,1
"Counter-Strike: Global Offensive",22.4,"All Ages",33.3,"Nintendo Switch",No,"CD Projekt Red","Take-Two Interactive",2013,Shooter,No,12.9,Ultra,Excellent,Poor,"Amazing game, but too many bugs.",Offline,7
"Tekken 7",44.2,Kids,58.2,"Nintendo Switch",Yes,"EA Sports",Nintendo,2020,Party,Yes,43.7,Medium,Good,Average,"Disappointing game, but the graphics could be better.",Offline,10
Hades,34.5,Kids,49.45,Mobile,Yes,"Epic Games",Innersloth,2011,Shooter,No,27.1,Ultra,Good,Excellent,"Amazing game, but too many bugs.",Online,8
"Stardew Valley",24.5,Kids,32.1,PC,Yes,"Rockstar Games",Capcom,2014,Strategy,Yes,34.5,Medium,Poor,Good,"Amazing game, but the graphics could be better.",Offline,4
"Portal 2",26.6,Adults,39.9,PlayStation,No,Capcom,Nintendo,2021,Simulation,Yes,28.6,High,Good,Excellent,"Amazing game, but the graphics could be better.",Offline,8
"FIFA 24",22,Adults,43.07,"Nintendo Switch",No,Bungie,"Square Enix",2014,Simulation,Yes,5.4,Ultra,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Online,8
"Spelunky 2",22.3,Adults,38.7,PC,Yes,Nintendo,Innersloth,2014,Sports,No,9.3,High,Poor,Average,"Amazing game, but the gameplay is amazing.",Offline,2
"Animal Crossing: New Horizons",23.8,"All Ages",29.39,PlayStation,No,"Game Freak","Square Enix",2015,Sports,No,36.9,Medium,Poor,Poor,"Disappointing game, but the gameplay is amazing.",Online,3
"The Witcher 3: Wild Hunt",30.7,Teens,34.32,Mobile,No,Valve,"Electronic Arts",2020,Simulation,Yes,44.2,Ultra,Good,Good,"Amazing game, but too many bugs.",Online,7
"The Witcher 3: Wild Hunt",23.2,Teens,36.55,PC,Yes,"EA Sports","Square Enix",2018,Puzzle,Yes,19.4,Low,Average,Good,"Disappointing game, but the gameplay is amazing.",Offline,1
"Counter-Strike: Global Offensive",38.2,Kids,55.72,"Nintendo Switch",Yes,Capcom,Capcom,2013,Puzzle,Yes,34.9,High,Good,Poor,"Great game, but the gameplay is amazing.",Offline,2
"1000-Piece Puzzle",34.7,Kids,36.13,PC,Yes,Bungie,"Electronic Arts",2017,Fighting,Yes,59.7,Medium,Poor,Excellent,"Solid game, but the graphics could be better.",Offline,8
"The Sims 4",12.1,Adults,20.14,PlayStation,No,"EA Sports",Innersloth,2017,RPG,No,7.9,Low,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,1
"Halo Infinite",24.4,Kids,29.93,Xbox,No,Nintendo,Capcom,2019,Fighting,Yes,28.7,Low,Good,Excellent,"Great game, but the graphics could be better.",Offline,3
"League of Legends",21,Teens,28.15,"Nintendo Switch",No,"EA Sports",Activision,2016,Adventure,No,24.2,High,Excellent,Good,"Solid game, but the gameplay is amazing.",Offline,10
"Just Dance 2024",22.6,Teens,29.81,PC,No,Capcom,Valve,2015,Adventure,Yes,22.3,Medium,Average,Poor,"Great game, but too many bugs.",Online,3
"Spelunky 2",20.9,"All Ages",36.8,PC,Yes,Innersloth,Valve,2015,RPG,Yes,6.2,Ultra,Excellent,Poor,"Disappointing game, but too many bugs.",Offline,6
"Red Dead Redemption 2",34.3,Adults,40.2,PC,No,"CD Projekt Red",Innersloth,2021,Strategy,Yes,42.1,Ultra,Good,Good,"Great game, but the graphics could be better.",Online,2
"Tekken 7",26.5,Adults,38.03,PC,No,"Epic Games",Valve,2010,Sports,No,30.3,Low,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,7
"Hitman 3",37.2,Teens,40.99,Xbox,No,Capcom,Activision,2017,Shooter,Yes,55.2,High,Excellent,Excellent,"Great game, but the graphics could be better.",Offline,7
"Counter-Strike: Global Offensive",36.8,Kids,58.93,Mobile,Yes,Nintendo,Activision,2014,Action,Yes,29.9,Ultra,Excellent,Good,"Disappointing game, but the graphics could be better.",Offline,6
"Pillars of Eternity II: Deadfire",15.6,Adults,24.9,PC,Yes,Nintendo,Activision,2011,Shooter,Yes,11.7,High,Excellent,Good,"Amazing game, but too many bugs.",Online,3
"The Witcher 3: Wild Hunt",34.6,Adults,59.97,PC,No,Nintendo,"Square Enix",2012,Adventure,No,20.2,Medium,Average,Good,"Great game, but the gameplay is amazing.",Online,4
"Tekken 7",35.6,Adults,46.93,Mobile,No,Capcom,"Take-Two Interactive",2021,Simulation,Yes,42.7,Low,Excellent,Poor,"Solid game, but the gameplay is amazing.",Online,2
"Mario Kart 8 Deluxe",32.2,Adults,46.79,PlayStation,No,"EA Sports",Valve,2015,Strategy,No,24.7,Medium,Poor,Good,"Great game, but the gameplay is amazing.",Offline,1
"Hitman 3",33.3,Kids,37.59,PC,No,Capcom,"Square Enix",2022,Puzzle,No,44.7,Medium,Excellent,Poor,"Great game, but the graphics could be better.",Offline,1
"Animal Crossing: New Horizons",29.1,Kids,31.74,"Nintendo Switch",No,Valve,"Epic Games",2015,Fighting,No,44.6,Medium,Average,Poor,"Disappointing game, but the graphics could be better.",Online,5
"Portal 2",23.1,Adults,23.47,Xbox,No,"Game Freak","Square Enix",2013,RPG,No,39.3,Low,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Offline,4
"Counter-Strike: Global Offensive",39.1,Kids,58.62,PlayStation,No,"EA Sports",Capcom,2012,RPG,No,32.4,Low,Average,Good,"Great game, but the graphics could be better.",Offline,7
"Counter-Strike: Global Offensive",44,"All Ages",52.93,"Nintendo Switch",No,Nintendo,"Square Enix",2022,Adventure,Yes,52.1,Ultra,Poor,Good,"Solid game, but too many bugs.",Online,10
"Tomb Raider (2013)",25.1,"All Ages",45.12,PC,Yes,"Game Freak","Electronic Arts",2023,RPG,Yes,9.2,Ultra,Good,Good,"Disappointing game, but the gameplay is amazing.",Offline,5
"FIFA 24",29.5,Kids,34.42,"Nintendo Switch",Yes,Innersloth,"Epic Games",2018,Puzzle,No,41.1,Low,Excellent,Average,"Solid game, but the gameplay is amazing.",Offline,7
"FIFA 24",29.4,Adults,49.06,"Nintendo Switch",No,"CD Projekt Red","Take-Two Interactive",2019,Fighting,Yes,15.7,Low,Good,Excellent,"Solid game, but the gameplay is amazing.",Online,3
"Super Mario Odyssey",23.4,Teens,25.77,PlayStation,Yes,Bungie,"Electronic Arts",2021,Sports,Yes,33.7,High,Poor,Good,"Solid game, but too many bugs.",Online,5
Fortnite,25.2,Teens,24.53,PlayStation,No,"Epic Games","Take-Two Interactive",2013,RPG,No,44.5,Medium,Good,Good,"Solid game, but too many bugs.",Online,1
"FIFA 24",30,Kids,41.95,"Nintendo Switch",Yes,Nintendo,Capcom,2023,Sports,No,24.5,Low,Poor,Excellent,"Solid game, but the gameplay is amazing.",Online,5
"Halo Infinite",27.3,Kids,40.83,Xbox,No,"CD Projekt Red",Activision,2010,Fighting,No,23.6,Low,Average,Poor,"Disappointing game, but the gameplay is amazing.",Offline,8
Minecraft,26.8,Teens,21.4,Xbox,No,Valve,Activision,2012,Action,No,52.2,High,Average,Excellent,"Amazing game, but too many bugs.",Offline,8
"Fall Guys",25.5,Kids,40.99,"Nintendo Switch",No,"Rockstar Games",Activision,2017,Strategy,Yes,15.4,High,Average,Average,"Great game, but the graphics could be better.",Online,7
"PokÃ©mon Scarlet & Violet",31,Kids,26.52,Xbox,No,"CD Projekt Red",Innersloth,2022,Strategy,Yes,53.7,Ultra,Average,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,5
"Mario Kart 8 Deluxe",22.9,Teens,20.11,PC,No,"Rockstar Games",Valve,2022,RPG,Yes,38.5,Medium,Excellent,Good,"Solid game, but the gameplay is amazing.",Online,1
"Tekken 7",32.4,"All Ages",47.16,PlayStation,No,"EA Sports",Innersloth,2015,Party,No,23.3,Ultra,Poor,Poor,"Amazing game, but the graphics could be better.",Online,3
"Grand Theft Auto V",29,Adults,33.64,PlayStation,Yes,Capcom,"Square Enix",2023,Sports,No,43.3,High,Average,Excellent,"Amazing game, but too many bugs.",Offline,6
"Ghost of Tsushima",39.3,Kids,52.87,Mobile,No,Bungie,"Electronic Arts",2017,RPG,Yes,40.6,High,Good,Poor,"Amazing game, but too many bugs.",Online,6
"Portal 2",25.3,Adults,20.61,PC,No,Bungie,Activision,2013,Simulation,Yes,56.6,Ultra,Average,Average,"Amazing game, but too many bugs.",Offline,2
"Fall Guys",36.3,Adults,41.59,Mobile,Yes,"Epic Games","Square Enix",2014,Strategy,No,51.9,High,Poor,Excellent,"Amazing game, but too many bugs.",Offline,1
"FIFA 24",30.3,Kids,31.35,Xbox,Yes,Capcom,"Epic Games",2014,Puzzle,No,53.3,Ultra,Good,Excellent,"Great game, but the graphics could be better.",Offline,3
Fortnite,31.4,Adults,43.29,Mobile,Yes,"EA Sports",Nintendo,2017,Adventure,Yes,33.1,High,Excellent,Average,"Great game, but the gameplay is amazing.",Offline,7
"Street Fighter V",19.3,Adults,30.32,PlayStation,Yes,Bungie,Innersloth,2017,Party,Yes,13.8,Low,Good,Excellent,"Great game, but too many bugs.",Online,7
"Animal Crossing: New Horizons",31.6,Adults,54.35,PC,Yes,Nintendo,Nintendo,2023,Puzzle,No,20.9,Low,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Online,8
"Street Fighter V",18.6,Teens,30.34,PlayStation,No,"EA Sports",Nintendo,2013,Simulation,Yes,10.3,High,Excellent,Good,"Solid game, but too many bugs.",Online,8
"1000-Piece Puzzle",24.8,"All Ages",49.16,PlayStation,No,"Game Freak","Electronic Arts",2015,Party,Yes,5,Medium,Poor,Good,"Disappointing game, but too many bugs.",Offline,2
"Kingdom Hearts III",36.6,"All Ages",55.13,Xbox,Yes,"CD Projekt Red","Take-Two Interactive",2017,Action,Yes,30.5,Ultra,Excellent,Good,"Amazing game, but the gameplay is amazing.",Online,3
"Stardew Valley",35.6,Adults,42.42,"Nintendo Switch",No,Valve,"Take-Two Interactive",2010,Shooter,No,52.2,Low,Excellent,Good,"Disappointing game, but the gameplay is amazing.",Offline,3
"Rocket League",24,Teens,35.66,PC,No,Nintendo,Activision,2018,Strategy,No,15.2,Ultra,Average,Good,"Amazing game, but too many bugs.",Online,3
"1000-Piece Puzzle",32.2,"All Ages",36.49,"Nintendo Switch",No,Nintendo,"Square Enix",2019,Simulation,Yes,42.7,Low,Average,Average,"Great game, but the graphics could be better.",Offline,7
"Tomb Raider (2013)",30.9,Teens,40.59,Mobile,Yes,"Rockstar Games",Activision,2019,Simulation,Yes,30.9,Medium,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Online,10
"Half-Life: Alyx",26.1,"All Ages",44.18,Mobile,No,"CD Projekt Red",Capcom,2017,Strategy,No,12.3,Low,Excellent,Poor,"Solid game, but too many bugs.",Online,6
"The Elder Scrolls V: Skyrim",16.9,"All Ages",26.8,Xbox,No,"Game Freak",Activision,2019,Puzzle,No,11.1,High,Average,Excellent,"Disappointing game, but the graphics could be better.",Online,1
"FIFA 24",26.9,Teens,34.51,"Nintendo Switch",Yes,Innersloth,"Square Enix",2014,Sports,No,30.6,High,Excellent,Poor,"Disappointing game, but too many bugs.",Offline,10
"Call of Duty: Modern Warfare 2",13.7,Kids,24.31,Mobile,No,Nintendo,"Electronic Arts",2016,Shooter,Yes,8.8,Medium,Average,Average,"Great game, but too many bugs.",Offline,10
"The Witcher 3: Wild Hunt",44.6,Kids,52.5,PC,No,"CD Projekt Red","Take-Two Interactive",2011,RPG,No,59.1,Low,Good,Poor,"Amazing game, but the graphics could be better.",Online,5
"Overwatch 2",26.8,"All Ages",39.15,PlayStation,Yes,Valve,Capcom,2023,Sports,Yes,28.6,Low,Average,Average,"Amazing game, but too many bugs.",Online,4
"Bioshock Infinite",43.2,Kids,55.54,Mobile,Yes,Capcom,Activision,2016,Simulation,No,50.4,Low,Average,Poor,"Great game, but the gameplay is amazing.",Online,7
"Among Us",29.7,Adults,53.39,Mobile,Yes,"CD Projekt Red","Take-Two Interactive",2018,Adventure,No,13.9,Low,Good,Average,"Solid game, but too many bugs.",Offline,2
"Stardew Valley",31.9,Teens,52.76,Mobile,Yes,"Game Freak","Electronic Arts",2019,RPG,No,19.7,Low,Average,Poor,"Solid game, but the gameplay is amazing.",Online,6
Minecraft,25.3,Teens,43.02,Xbox,Yes,"Game Freak","Take-Two Interactive",2023,Puzzle,No,6.3,Ultra,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,8
"Stardew Valley",31.1,Teens,23.95,Xbox,Yes,"CD Projekt Red",Innersloth,2017,Party,Yes,58.5,Medium,Excellent,Poor,"Disappointing game, but too many bugs.",Offline,10
"Counter-Strike: Global Offensive",40.7,Teens,58.41,Mobile,No,Innersloth,"Take-Two Interactive",2019,Action,No,34,Ultra,Average,Poor,"Disappointing game, but the graphics could be better.",Online,1
"Portal 2",32.2,Adults,47.07,"Nintendo Switch",No,"EA Sports",Nintendo,2012,Party,No,28.5,Low,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Online,7
Cuphead,27.6,Adults,24.58,"Nintendo Switch",Yes,Innersloth,Nintendo,2010,Strategy,No,53.6,Ultra,Good,Average,"Solid game, but the graphics could be better.",Offline,10
"Grand Theft Auto V",28.3,Adults,28.98,PlayStation,Yes,Bungie,Activision,2018,Puzzle,Yes,49.2,Low,Average,Poor,"Solid game, but too many bugs.",Offline,1
"Halo Infinite",18.1,Teens,30.82,PC,No,Nintendo,Valve,2016,Puzzle,Yes,11.1,High,Poor,Poor,"Amazing game, but the gameplay is amazing.",Offline,3
