"films_film_id";"title";"release_year";"country";"duration";"language";"certification";"gross";"budget";"num_user";"num_critic";"imdb_score";"num_votes";"facebook_likes"
2659;"Rocky Balboa";2006;"USA";139;"English";"PG";"70269171";"24000000";962;285;7.19999981;162130;0
1220;"Election";1999;"USA";103;"English";"R";"14879556";"8000000";441;175;7.30000019;73640;0
3136;"The Ruins";2008;"USA";93;"English";"R";"17427926";"8000000";351;233;5.9000001;60062;0
1883;"The Singles Ward";2002;"USA";102;"English";"PG";"1250798";"500000";53;5;6.4000001;1099;43
3413;"The Young Victoria";2009;"UK";100;"English";"PG";"10991381";"35000000";100;188;7.30000019;44931;0
2723;"The Sentinel";2006;"USA";107;"English";"PG-13";"36279230";"60000000";213;161;6.0999999;42144;690
1391;"Gun Shy";2000;"USA";101;"English";"R";"1631839";"10000000";91;49;5.69999981;5936;242
1325;"The Wood";1999;"USA";106;"English";"R";"25047631";"6000000";50;18;6.9000001;6585;990
167;"The French Connection";1971;"USA";104;"English";"R";"";"1800000";280;138;7.80000019;82476;0
281;"The Fog";1980;"USA";89;"English";"R";"21378000";"1000000";335;212;6.80000019;46492;7000
4014;"Savages";2012;"USA";141;"English";"R";"47307550";"45000000";269;339;6.5;104301;28000
1768;"Full Frontal";2002;"USA";101;"English";"R";"2506446";"2000000";172;108;4.69999981;8662;134
3388;"The Last Station";2009;"Germany";112;"English";"R";"6615578";"13000000";82;184;7.0;15352;0
3656;"Why Did I Get Married Too?";2010;"USA";121;"English";"PG-13";"60072596";"20000000";68;40;4.4000001;7664;0
1817;"Panic Room";2002;"USA";112;"English";"R";"95308367";"48000000";850;233;6.80000019;206104;0
683;"The Firm";1993;"USA";154;"English";"R";"158348400";"42000000";142;56;6.80000019;88844;0
134;"Rosemary's Baby";1968;"USA";136;"English";"R";"";"2300000";447;215;8.0;140527;13000
2234;"The Big Bounce";2004;"USA";88;"English";"PG-13";"6471394";"50000000";93;75;4.9000001;15880;288
582;"Beastmaster 2: Through the Portal of Time";1991;"USA";107;"English";"PG-13";"869325";"6000000";16;17;3.79999995;2281;125
2859;"Persepolis";2007;"France";89;"French";"PG-13";"4443403";"7300000";158;242;8.0;70194;14000
2367;"Jarhead";2005;"Germany";125;"English";"R";"62647540";"70000000";657;262;7.0999999;143525;0
3561;"Please Give";2010;"USA";90;"English";"R";"4033268";"";53;133;6.5999999;9808;0
2934;"TMNT";2007;"Hong Kong";87;"English";"PG";"54132596";"34000000";211;191;6.30000019;53786;0
4879;"Nerve";2016;"USA";96;"English";"PG-13";"28876924";"20000000";35;86;7.0999999;4303;0
4536;"The Gambler";2014;"USA";111;"English";"R";"33631221";"25000000";145;175;6.0;48562;0
1225;"Eyes Wide Shut";1999;"UK";159;"English";"R";"55637680";"65000000";1500;280;7.30000019;227071;10000
1427;"Pok̩mon 3: The Movie";2000;"Japan";93;"Japanese";"G";"";"16000000";55;39;5.5999999;9066;38
568;"Midnight Cabaret";1990;"USA";94;"English";"R";"";"";4;1;4.5;47;4
1448;"Snatch";2000;"UK";104;"English";"R";"30093107";"6000000";726;151;8.30000019;600996;27000
3091;"Strange Wilderness";2008;"USA";87;"English";"R";"6563357";"20000000";120;58;5.30000019;18571;847
1127;"Stepmom";1998;"USA";124;"English";"PG-13";"91030827";"50000000";252;65;6.69999981;46482;0
1811;"Murder by Numbers";2002;"USA";115;"English";"R";"31874869";"50000000";302;136;6.0999999;43574;0
174;"Frenzy";1972;"UK";116;"English";"R";"";"2000000";199;110;7.5;30982;0
4568;"The Water Diviner";2014;"Australia";111;"English";"R";"4190530";"22500000";185;183;7.0999999;53341;18000
931;"Batman & Robin";1997;"USA";125;"English";"PG-13";"107285004";"125000000";1018;183;3.70000005;189855;0
3408;"The Twilight Saga: New Moon";2009;"USA";130;"English";"PG-13";"296623634";"50000000";919;299;4.5999999;220758;13000
2780;"Brooklyn Rules";2007;"USA";99;"English";"R";"398420";"8000000";48;41;6.4000001;5049;226
2093;"AVP: Alien vs. Predator";2004;"USA";109;"English";"PG-13";"80281096";"60000000";1283;247;5.5999999;143628;0
4373;"Bang Bang Baby";2014;"Canada";90;"English";"";"";"1000000";16;16;5.4000001;137;48
608;"The Fisher King";1991;"USA";137;"English";"R";"41895491";"24000000";170;84;7.5999999;63274;12000
3778;"October Baby";2011;"USA";107;"English";"PG-13";"5355847";"";82;40;6.80000019;6110;0
4538;"The Grand Budapest Hotel";2014;"USA";99;"English";"R";"59073773";"25000000";644;536;8.10000038;475518;149000
3111;"The Day the Earth Stood Still";2008;"USA";104;"English";"PG-13";"79363785";"80000000";698;276;5.5;139423;0
2965;"Beverly Hills Chihuahua";2008;"USA";91;"English";"PG";"94497271";"20000000";99;100;3.70000005;17829;0
3916;"Celeste & Jesse Forever";2012;"USA";92;"English";"R";"3094687";"";61;193;6.69999981;24391;0
727;"Serial Mom";1994;"USA";95;"English";"R";"7881335";"13000000";107;52;6.69999981;21212;3000
394;"The Hotel New Hampshire";1984;"UK";109;"English";"R";"5100000";"7500000";61;9;6.0;6595;345
2140;"Fighting Tommy Riley";2004;"USA";109;"English";"R";"5199";"200000";23;13;6.5999999;720;30
1971;"Johnny English";2003;"UK";87;"English";"PG";"27972410";"35000000";285;122;6.0999999;114692;2000
4082;"The Vow";2012;"USA";104;"English";"PG-13";"125014030";"30000000";164;214;6.80000019;145852;32000
1270;"Pushing Tin";1999;"USA";124;"English";"R";"8406264";"38000000";175;56;6.0;24826;783
3331;"Princess Kaiulani";2009;"USA";97;"English";"PG";"883887";"9000000";14;26;6.19999981;1201;0
3959;"Ice Age: Continental Drift";2012;"USA";88;"English";"PG";"161317423";"95000000";139;233;6.5999999;145321;14000
2852;"No End in Sight";2007;"USA";102;"English";"";"1430185";"2000000";55;79;8.30000019;7314;0
3773;"My Week with Marilyn";2011;"UK";99;"English";"R";"14597405";"6400000";216;386;7.0;71679;17000
2272;"Troy";2004;"USA";196;"English";"R";"133228348";"175000000";1694;220;7.19999981;381672;0
2958;"Baby Mama";2008;"USA";99;"English";"PG-13";"60269340";"30000000";97;145;6.0;34079;0
2938;"Under the Same Moon";2007;"Mexico";106;"Spanish";"PG-13";"12589108";"";58;75;7.4000001;5526;0
701;"Clear and Present Danger";1994;"USA";141;"English";"PG-13";"122012710";"62000000";133;42;6.9000001;69663;0
4598;"A Tale of Three Cities";2015;"China";130;"Chinese";"";"";"12000000";6;6;6.19999981;117;4
366;"Twilight Zone: The Movie";1983;"USA";101;"English";"PG";"29500000";"10000000";121;78;6.5;25613;0
3326;"Pirate Radio";2009;"UK";135;"English";"R";"7994115";"";209;195;7.4000001;90932;21000
1459;"The Broken Hearts Club: A Romantic Comedy";2000;"USA";94;"English";"R";"1744858";"1000000";120;51;7.0;6084;671
1118;"Slam";1998;"USA";100;"English";"R";"982214";"1000000";51;16;7.19999981;1976;603
4558;"The Past is a Grotesque Animal";2014;"USA";77;"English";"Unrated";"";"100000";1;5;7.5999999;80;82
4834;"Ben-Hur";2016;"USA";141;"English";"PG-13";"";"100000000";1;1;6.0;67;0
4862;"Irreplaceable";2016;"France";102;"French";"";"";"";1;18;7.19999981;389;36
275;"Somewhere in Time";1980;"USA";103;"English";"PG";"";"5100000";249;41;7.30000019;21049;0
1744;"Crossroads";2002;"USA";93;"English";"PG-13";"37188667";"12000000";578;111;3.29999995;34219;0
1465;"The Crew";2000;"USA";88;"English";"PG-13";"13019253";"23000000";47;53;5.5999999;3914;153
1771;"Gerry";2002;"USA";103;"English";"R";"236266";"3500000";290;103;6.19999981;15104;0
3586;"Somewhere";2010;"USA";97;"English";"R";"1768416";"7000000";198;301;6.30000019;35848;0
1108;"Ronin";1998;"UK";122;"English";"R";"41609593";"55000000";572;149;7.30000019;145422;0
534;"Licence to Kill";1989;"UK";133;"English";"PG-13";"34667015";"32000000";317;117;6.5999999;74009;0
4294;"The Hobbit: The Desolation of Smaug";2013;"USA";186;"English";"PG-13";"258355354";"225000000";951;509;7.9000001;483540;83000
4773;"The Intern";2015;"USA";121;"English";"PG-13";"75274748";"35000000";304;241;7.19999981;130661;54000
4655;"Eden";2015;"Spain";90;"English";"R";"";"";4;5;4.80000019;1351;452
3333;"Race to Witch Mountain";2009;"USA";98;"English";"PG";"67128202";"65000000";110;166;5.69999981;43328;0
520;"Back to the Future Part II";1989;"USA";108;"English";"PG";"118500000";"40000000";327;125;7.80000019;340085;12000
2051;"The R.M.";2003;"USA";101;"English";"PG";"1111615";"500000";34;3;6.0;651;44
3967;"Joyful Noise";2012;"USA";118;"English";"PG-13";"30920167";"25000000";71;98;5.69999981;6476;0
4331;"Under the Skin";2013;"UK";108;"English";"R";"2605039";"";616;454;6.30000019;85022;29000
2768;"Atonement";2007;"UK";123;"English";"R";"50921738";"30000000";581;316;7.80000019;192930;12000
2136;"Exorcist: The Beginning";2004;"USA";125;"English";"R";"41814863";"50000000";308;167;5.0999999;28635;893
4853;"Gods of Egypt";2016;"USA";126;"English";"PG-13";"31141074";"140000000";273;184;5.5;51892;24000
303;"Quest for Fire";1981;"Canada";100;"None";"R";"";"12500000";96;62;7.4000001;16281;0
3584;"Shutter Island";2010;"USA";138;"English";"R";"127968405";"80000000";964;490;8.10000038;786092;53000
4705;"Mi America";2015;"USA";125;"English";"R";"3330";"2100000";1;4;7.19999981;22;305
1958;"Holes";2003;"USA";117;"English";"PG";"67325559";"20000000";331;106;7.0999999;58222;0
3719;"Fright Night";2011;"USA";106;"English";"R";"18298649";"30000000";242;358;6.4000001;85024;23000
1861;"The Country Bears";2002;"USA";88;"English";"G";"16988996";"35000000";75;43;4.0;3875;422
1259;"Mumford";1999;"USA";112;"English";"R";"4554569";"28000000";123;65;6.9000001;8134;209
661;"Last Action Hero";1993;"USA";130;"English";"PG-13";"50016394";"70000000";257;80;6.19999981;106528;0
3595;"Takers";2010;"USA";107;"English";"PG-13";"57744720";"20000000";132;119;6.19999981;46961;0
470;"La Bamba";1987;"USA";108;"English";"PG-13";"54215416";"6500000";63;18;6.80000019;21409;0
879;"Silent Trigger";1996;"Canada";88;"English";"R";"";"9000000";29;14;5.5999999;2699;154
1144;"The Negotiator";1998;"Germany";140;"English";"R";"44484065";"50000000";279;68;7.30000019;107227;3000
1594;"Knockaround Guys";2001;"USA";92;"English";"R";"11632420";"";135;57;6.0999999;19768;566
3498;"Good Intentions";2010;"USA";84;"English";"PG-13";"";"10000000";3;4;5.19999981;553;119
1199;"Bringing Out the Dead";1999;"USA";121;"English";"R";"16640210";"55000000";382;163;6.80000019;53028;0
482;"The Living Daylights";1987;"UK";130;"English";"PG";"51185897";"30000000";271;105;6.69999981;69457;0
4818;"Windsor Drive";2015;"USA";90;"English";"";"";"100000";6;7;3.20000005;169;312
2310;"Charlie and the Chocolate Factory";2005;"USA";115;"English";"PG";"206456431";"150000000";1361;276;6.69999981;320284;0
2498;"Valiant";2005;"UK";76;"English";"G";"19447478";"35000000";80;93;5.5999999;15788;538
2532;"Beerfest";2006;"USA";110;"English";"R";"19179969";"17500000";177;91;6.30000019;54710;0
3003;"Free Style";2008;"Canada";94;"English";"PG";"140987";"";4;16;4.19999981;361;58
1641;"Shaolin Soccer";2001;"Hong Kong";85;"Cantonese";"PG";"488872";"10000000";243;246;7.30000019;56923;0
3001;"Forgetting Sarah Marshall";2008;"USA";118;"English";"R";"62877175";"30000000";325;253;7.19999981;217507;0
3403;"The Soloist";2009;"UK";117;"English";"PG-13";"31670931";"60000000";143;210;6.69999981;44099;0
4252;"Riddick";2013;"USA";127;"English";"R";"41997790";"38000000";343;302;6.4000001;125305;39000
301;"Nighthawks";1981;"USA";99;"English";"R";"";"5000000";107;36;6.4000001;12519;0
4070;"The Other Dream Team";2012;"USA";89;"English";"Not Rated";"133778";"500000";9;26;8.39999962;3086;0
632;"Memoirs of an Invisible Man";1992;"USA";99;"English";"PG-13";"14358033";"40000000";66;40;5.9000001;17365;630
3141;"The Tale of Despereaux";2008;"UK";93;"English";"G";"50818750";"60000000";106;118;6.0999999;31209;0
983;"Orgazmo";1997;"USA";92;"English";"NC-17";"582024";"1000000";168;59;6.19999981;30396;0
4162;"Dom Hemingway";2013;"UK";93;"English";"R";"518134";"";66;151;6.19999981;21243;0
908;"Thinner";1996;"USA";93;"English";"R";"15171475";"8500000";122;73;5.69999981;19805;0
1109;"Rounders";1998;"USA";121;"English";"R";"22905674";"12000000";290;128;7.4000001;121676;0
1434;"Reindeer Games";2000;"USA";124;"English";"R";"23360779";"34000000";212;126;5.69999981;31113;852
3970;"Killing Them Softly";2012;"USA";97;"English";"R";"14938570";"15000000";369;414;6.19999981;111625;20000
814;"Under Siege 2: Dark Territory";1995;"USA";92;"English";"R";"50024083";"60000000";126;47;5.4000001;35918;1000
538;"Road House";1989;"USA";114;"English";"R";"30050028";"17000000";201;83;6.5;42987;0
4681;"Hot Pursuit";2015;"USA";87;"English";"PG-13";"34507079";"35000000";118;155;5.0999999;34948;0
2708;"The Last King of Scotland";2006;"UK";121;"English";"R";"17605861";"6000000";351;252;7.69999981;145580;0
4180;"Fruitvale Station";2013;"USA";85;"English";"R";"16097842";"900000";168;327;7.5;53919;17000
704;"Disclosure";1994;"USA";128;"English";"R";"83000000";"55000000";95;55;6.0;36587;0
2041;"The Last Samurai";2003;"USA";154;"English";"R";"111110575";"140000000";928;190;7.69999981;317166;0
1944;"Flywheel";2003;"USA";120;"English";"";"";"20000";49;5;6.9000001;2986;725
4043;"The Bourne Legacy";2012;"USA";135;"English";"PG-13";"113165635";"125000000";504;436;6.69999981;229823;31000
543;"Tango & Cash";1989;"USA";97;"English";"R";"63408614";"55000000";149;45;6.30000019;75365;0
2190;"November";2004;"USA";78;"English";"R";"191309";"150000";64;43;5.5;2787;98
2544;"Casino Royale";2006;"UK";144;"English";"PG-13";"167007184";"150000000";2301;400;8.0;470483;0
2700;"The Hills Have Eyes";2006;"USA";108;"English";"R";"41777564";"15000000";855;265;6.4000001;129719;0
2890;"Superbad";2007;"USA";119;"English";"R";"121463226";"20000000";555;256;7.5999999;422606;0
1311;"The Messenger: The Story of Joan of Arc";1999;"France";158;"English";"R";"14131298";"390000000";390;111;6.4000001;55889;0
1732;"Catch Me If You Can";2002;"USA";141;"English";"PG-13";"164435221";"52000000";667;194;8.0;525801;15000
3430;"World's Greatest Dad";2009;"USA";99;"English";"R";"221210";"";129;129;6.9000001;31964;0
3153;"Twilight";2008;"USA";122;"English";"PG-13";"191449475";"37000000";1535;350;5.19999981;348007;19000
628;"Lethal Weapon 3";1992;"USA";121;"English";"R";"144731527";"35000000";136;68;6.69999981;128010;0
4000;"Promised Land";2012;"USA";106;"English";"R";"7556708";"15000000";102;242;6.5999999;30284;10000
2524;"Aquamarine";2006;"USA";104;"English";"PG";"18595716";"12000000";150;66;5.30000019;30462;0
1170;"10 Things I Hate About You";1999;"USA";97;"English";"PG-13";"38176108";"16000000";549;133;7.19999981;222099;10000
71;"Cat on a Hot Tin Roof";1958;"USA";108;"English";"Approved";"";"3000000";141;70;8.10000038;33741;0
472;"Maurice";1987;"UK";140;"English";"R";"3130592";"2600000";69;29;7.80000019;10755;963
1301;"The End of the Affair";1999;"UK";102;"English";"R";"10660147";"23000000";165;90;7.19999981;17740;0
656;"Groundhog Day";1993;"USA";101;"English";"PG";"70906973";"14600000";609;147;8.10000038;437418;38000
58;"The Robe";1953;"USA";135;"English";"Unrated";"36000000";"5000000";69;42;6.80000019;6359;0
4193;"Heli";2013;"Mexico";105;"Spanish";"Not Rated";"";"1000000";15;87;6.80000019;3499;0
256;"The Black Hole";1979;"USA";98;"English";"PG";"";"20000000";230;90;5.9000001;18481;4000
4292;"The Haunting in Connecticut 2: Ghosts of Georgia";2013;"USA";101;"English";"R";"";"9000000";57;79;5.30000019;13167;0
847;"Get on the Bus";1996;"USA";120;"English";"R";"5731103";"2400000";35;28;6.80000019;4100;352
4683;"Hotel Transylvania 2";2015;"USA";89;"English";"PG";"169692572";"80000000";97;152;6.69999981;56501;16000
1827;"Reign of Fire";2002;"USA";101;"English";"PG-13";"43060566";"60000000";569;138;6.19999981;107859;0
732;"The Crow";1994;"USA";98;"English";"R";"50693162";"23000000";545;118;7.5999999;136580;15000
2258;"The Phantom of the Opera";2004;"UK";143;"English";"PG-13";"51225796";"70000000";2047;153;7.4000001;96654;0
3936;"Eddie: The Sleepwalking Cannibal";2012;"Canada";83;"English";"Not Rated";"1521";"1500000";10;56;5.69999981;1231;932
2090;"Around the World in 80 Days";2004;"USA";120;"English";"PG";"24004159";"110000000";191;188;5.80000019;68720;0
1409;"Me, Myself & Irene";2000;"USA";116;"English";"R";"90567722";"51000000";481;155;6.5;185878;0
1898;"Unfaithful";2002;"USA";124;"English";"R";"52752475";"50000000";533;152;6.69999981;63067;0
2373;"King Kong";2005;"New Zealand";201;"English";"PG-13";"218051260";"207000000";2618;446;7.19999981;316027;0
3894;"Alex Cross";2012;"USA";101;"English";"PG-13";"25863915";"35000000";151;211;5.0999999;28257;11000
4524;"The Amazing Spider-Man 2";2014;"USA";142;"English";"PG-13";"202853933";"200000000";1067;495;6.69999981;321227;41000
1819;"Phone Booth";2002;"USA";81;"English";"R";"46563158";"13000000";629;216;7.0999999;207934;0
2133;"Eternal Sunshine of the Spotless Mind";2004;"USA";108;"English";"R";"34126138";"20000000";1514;273;8.30000019;666937;52000
3094;"Sunshine Cleaning";2008;"USA";91;"English";"R";"12055108";"8000000";134;195;6.9000001;61151;0
1777;"Hero";2002;"China";80;"Mandarin";"PG-13";"84961";"31000000";841;283;7.9000001;149414;0
1206;"Deep Blue Sea";1999;"USA";105;"English";"R";"73648142";"60000000";643;199;5.80000019;99043;0
1728;"Boat Trip";2002;"USA";97;"English";"R";"8586376";"20000000";132;63;4.9000001;26598;1000
3920;"Cirque du Soleil: Worlds Away";2012;"USA";91;"English";"PG";"12495865";"";35;73;6.80000019;7100;0
4088;"Think Like a Man";2012;"USA";122;"English";"PG-13";"91547205";"12000000";62;77;6.5999999;34579;0
1425;"Pay It Forward";2000;"USA";123;"English";"PG-13";"33508922";"40000000";660;157;7.19999981;95860;16000
1557;"Formula 51";2001;"UK";93;"English";"R";"5204007";"28000000";167;95;6.30000019;42876;0
2327;"Domino";2005;"France";127;"English";"R";"10137232";"50000000";374;186;6.0;58015;0
2670;"Shortbus";2006;"USA";101;"English";"Unrated";"1984378";"2000000";206;160;6.5;27346;0
4009;"Run, Hide, Die";2012;"USA";75;"English";"";"";"50000";5;7;3.70000005;106;225
300;"Mommie Dearest";1981;"USA";129;"English";"R";"";"5000000";161;74;6.69999981;10564;0
3281;"I Love You, Beth Cooper";2009;"Canada";102;"English";"PG-13";"14793904";"18000000";80;107;5.30000019;28209;0
2269;"The Work and the Glory";2004;"USA";118;"English";"PG";"3347439";"7500000";33;6;6.9000001;833;31
1911;"A Mighty Wind";2003;"USA";91;"English";"PG-13";"17508936";"";272;97;7.30000019;22408;0
4017;"Shanghai Calling";2012;"USA";100;"English";"PG-13";"10443";"";9;14;6.30000019;1255;660
1593;"Kissing Jessica Stein";2001;"USA";97;"English";"R";"7022940";"1000000";190;110;6.69999981;14018;682
316;"Time Bandits";1981;"UK";103;"English";"PG";"42365600";"5000000";177;139;7.0;45890;0
3189;"A Woman, a Gun and a Noodle Shop";2009;"China";95;"Mandarin";"R";"190666";"";20;101;5.69999981;2410;784
490;"Akira";1988;"Japan";124;"Japanese";"R";"439162";"1100000000";430;150;8.10000038;106160;0
3628;"The Runaways";2010;"USA";106;"English";"R";"3571735";"10000000";129;259;6.5999999;39260;0
3718;"Friends with Benefits";2011;"USA";109;"English";"R";"55802754";"35000000";194;238;6.5999999;270228;41000
37;"It's a Wonderful Life";1946;"USA";118;"English";"PG";"";"3180000";706;206;8.60000038;275720;41000
2324;"Deuce Bigalow: European Gigolo";2005;"USA";83;"English";"R";"22264487";"22000000";166;98;4.5999999;41239;887
2715;"The Night Listener";2006;"USA";81;"English";"R";"7825820";"4000000";156;125;5.9000001;13086;576
1531;"Black Hawk Down";2001;"USA";152;"English";"R";"108638745";"92000000";1103;200;7.69999981;292022;10000
2151;"Hellboy";2004;"USA";132;"English";"PG-13";"59035104";"66000000";597;242;6.80000019;244566;0
3103;"The Boy in the Striped Pajamas";2008;"UK";94;"English";"PG-13";"9030581";"12500000";398;185;7.80000019;132386;38000
583;"Bill & Ted's Bogus Journey";1991;"USA";93;"English";"PG";"38037513";"20000000";117;43;6.19999981;49680;0
3119;"The Haunting of Molly Hartley";2008;"USA";82;"English";"PG-13";"13350177";"5000000";113;74;3.79999995;7904;562
2098;"Birth";2004;"USA";100;"English";"R";"5005883";"20000000";361;167;6.0999999;29649;0
2568;"Eye of the Dolphin";2006;"USA";100;"English";"PG-13";"71904";"2500000";18;18;5.69999981;806;140
3861;"The Three Musketeers";2011;"Germany";110;"English";"PG-13";"20315324";"75000000";254;228;5.80000019;88542;19000
2361;"Hustle & Flow";2005;"USA";116;"English";"R";"22201636";"8000000";206;159;7.4000001;33567;0
1212;"Double Jeopardy";1999;"USA";105;"English";"R";"116735231";"70000000";336;129;6.4000001;56646;0
2288;"You Got Served";2004;"USA";95;"English";"PG-13";"40066497";"8000000";247;58;3.5;23671;0
3102;"The Betrayed";2008;"USA";98;"English";"";"";"3500000";11;15;6.0999999;1634;127
3416;"To Save a Life";2009;"USA";120;"English";"PG-13";"3773863";"1000000";55;20;7.0999999;4583;0
4106;"Zero Dark Thirty";2012;"USA";157;"English";"R";"95720716";"40000000";640;558;7.4000001;216032;39000
901;"The Last Big Thing";1996;"USA";98;"English";"R";"22434";"";17;95;6.9000001;334;43
4882;"Our Kind of Traitor";2016;"UK";108;"English";"R";"3108216";"";21;134;6.4000001;2587;0
1479;"The Replacements";2000;"USA";118;"English";"PG-13";"44737059";"50000000";261;118;6.5;48322;0
3472;"Dear John";2010;"USA";108;"English";"PG-13";"80014842";"25000000";186;162;6.30000019;104356;14000
3852;"The Mechanic";2011;"USA";93;"English";"R";"29113588";"40000000";181;252;6.5999999;117999;16000
622;"El Mariachi";1992;"USA";81;"Spanish";"R";"2040920";"7000";130;56;6.9000001;52055;0
3368;"The Exploding Girl";2009;"USA";79;"English";"Unrated";"24705";"";10;61;6.30000019;1516;377
882;"Space Jam";1996;"USA";88;"English";"PG";"90443603";"80000000";123;46;6.30000019;112167;0
1808;"Moonlight Mile";2002;"USA";112;"English";"PG-13";"6830957";"21000000";147;111;6.69999981;11983;365
2358;"House of Sand";2005;"Brazil";115;"Portuguese";"R";"";"8000000";35;42;7.5;2650;385
3311;"Night at the Museum: Battle of the Smithsonian";2009;"USA";105;"English";"PG";"177243721";"150000000";209;185;5.9000001;130272;2000
1515;"Alias Betty";2001;"France";103;"French";"";"206400";"50000000";26;38;6.9000001;1439;26
4077;"The Sessions";2012;"USA";95;"English";"R";"5997134";"1000000";126;337;7.19999981;36381;11000
3329;"Precious";2009;"USA";109;"English";"R";"47536959";"10000000";275;323;7.30000019;86955;12000
4243;"Parker";2013;"USA";118;"English";"R";"17609982";"35000000";141;224;6.19999981;90046;17000
3757;"Larry Crowne";2011;"USA";98;"English";"PG-13";"35565975";"30000000";184;218;6.0999999;49205;0
2357;"Hostel";2005;"USA";93;"English";"R";"47277326";"4800000";1516;303;5.9000001;138814;0
2587;"Grandma's Boy";2006;"USA";90;"English";"R";"6088249";"";202;61;7.0;67853;0
2032;"The Cat in the Hat";2003;"USA";82;"English";"PG";"100446895";"109000000";456;109;3.79999995;36033;946
1918;"Bad Boys II";2003;"USA";147;"English";"R";"138396624";"130000000";511;94;6.5999999;178126;0
548;"UHF";1989;"USA";150;"English";"PG-13";"6157157";"5000000";198;59;7.0;21416;0
3537;"Love & Other Drugs";2010;"USA";112;"English";"R";"32357532";"30000000";215;219;6.69999981;143368;24000
3775;"New Year's Eve";2011;"USA";113;"English";"PG-13";"54540525";"56000000";134;200;5.69999981;66579;20000
4455;"Kill the Messenger";2014;"USA";112;"English";"R";"2445646";"5000000";99;163;7.0;32382;13000
4220;"Metallica Through the Never";2013;"USA";93;"English";"R";"3419967";"";56;103;7.19999981;13359;19000
3157;"Valkyrie";2008;"USA";121;"English";"PG-13";"83077470";"75000000";440;269;7.0999999;183247;0
977;"Midnight in the Garden of Good and Evil";1997;"USA";155;"English";"R";"25078937";"30000000";216;91;6.5999999;31751;0
1411;"Memento";2000;"USA";113;"English";"R";"25530884";"9000000";2067;274;8.5;845580;40000
2480;"The Upside of Anger";2005;"USA";118;"English";"R";"18761993";"9000000";219;125;6.9000001;19007;549
4285;"The Frozen Ground";2013;"USA";105;"English";"R";"";"27220000";133;120;6.4000001;43879;11000
3075;"Saw V";2008;"USA";95;"English";"R";"56729973";"10800000";262;160;5.80000019;88529;0
412;"Krush Groove";1985;"USA";97;"English";"R";"";"3000000";16;7;6.5999999;1361;889
1780;"High Crimes";2002;"USA";115;"English";"PG-13";"41543207";"42000000";175;114;6.30000019;30077;893
2718;"The Pet";2006;"USA";94;"English";"";"";"1000000";24;6;3.9000001;425;91
4702;"Max";2015;"USA";111;"English";"PG";"42652003";"20000000";87;61;6.80000019;18915;33000
1402;"Lisa Picard Is Famous";2000;"USA";90;"English";"PG-13";"112521";"";16;13;5.69999981;455;25
1846;"Star Trek: Nemesis";2002;"USA";116;"English";"PG-13";"43119879";"60000000";842;172;6.4000001;58450;0
4364;"An American in Hollywood";2014;"USA";89;"English";"R";"";"125000";3;3;7.19999981;100;72
2004;"Pieces of April";2003;"USA";80;"English";"PG-13";"2360184";"300000";177;131;7.0999999;18035;0
4469;"Million Dollar Arm";2014;"USA";124;"English";"PG";"36447959";"25000000";96;151;7.0;35833;10000
138;"Machine Gun McCain";1969;"Italy";96;"English";"GP";"";"";12;28;6.19999981;618;85
240;"Superman";1978;"USA";188;"English";"PG";"134218018";"55000000";497;169;7.30000019;126357;0
2634;"My Super Ex-Girlfriend";2006;"USA";95;"English";"PG-13";"22526144";"30000000";203;147;5.0999999;53884;1000
4675;"Heist";2015;"USA";93;"English";"R";"";"19000000";57;44;6.0999999;16193;0
2575;"Final Destination 3";2006;"Germany";86;"English";"R";"54098051";"25000000";571;216;5.80000019;102861;0
3392;"The Men Who Stare at Goats";2009;"USA";94;"English";"R";"32416109";"25000000";268;271;6.19999981;109620;15000
1651;"Swordfish";2001;"USA";99;"English";"R";"69772969";"80000000";543;166;6.5;155532;0
2942;"War";2007;"USA";103;"English";"R";"22466994";"25000000";166;119;6.30000019;72673;0
2836;"Lions for Lambs";2007;"USA";92;"English";"R";"14998070";"35000000";298;227;6.19999981;41170;0
3956;"Hope Springs";2012;"USA";100;"English";"PG-13";"63536011";"30000000";178;234;6.30000019;34258;0
1504;"Whipped";2000;"USA";82;"English";"R";"4142507";"3000000";81;48;4.4000001;3665;131
1627;"Pootie Tang";2001;"USA";81;"English";"PG-13";"3293258";"3000000";131;31;5.19999981;11399;0
2872;"Rush Hour 3";2007;"USA";91;"English";"PG-13";"140080850";"140000000";221;162;6.19999981;121084;0
97;"The Great Escape";1963;"USA";172;"English";"Approved";"";"4000000";301;111;8.30000019;165638;8000
3314;"Not Easily Broken";2009;"USA";99;"English";"PG-13";"10572742";"8000000";21;45;6.0999999;2326;738
4810;"Victor Frankenstein";2015;"USA";110;"English";"PG-13";"5773519";"40000000";91;159;6.0;28618;11000
3172;"Yes Man";2008;"USA";104;"English";"PG-13";"97680195";"70000000";243;190;6.80000019;271691;0
296;"History of the World: Part I";1981;"USA";92;"English";"R";"";"11000000";131;48;6.9000001;36559;0
1940;"DysFunktional Family";2003;"USA";89;"English";"R";"2223990";"3000000";14;23;6.5999999;761;26
4555;"The Opposite Sex";2014;"USA";97;"English";"";"";"3300000";3;1;4.5;557;0
1763;"Far from Heaven";2002;"USA";107;"English";"PG-13";"15854988";"13500000";378;181;7.4000001;36542;0
