"track_name","bpm","key","mode","danceability_%","valence_%","energy_%","acousticness_%","instrumentalness_%","liveness_%","speechiness_%","cover_url","artist_id","date_id","spotify_tracking_id","apple_tracking_id","deezer_tracking_id","shazam_tracking_id"
"Permission to Dance",125,"A","Major",70,65,74,1,0,34,4,"https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8",288,228,521,572,338,86
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",123,"D","Major",82,80,86,1,0,30,13,"https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5",507,230,522,573,367,143
"RAPSTAR",81,"F#","Major",79,44,54,41,0,13,24,"https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b",508,186,523,574,368,14
"Se Le Ve",84,"G","Minor",56,61,76,10,0,14,11,"Not Found",510,232,524,575,74,14
"25k jacket (feat. Lil Baby)",115,"F","Minor",90,74,54,16,0,13,28,"https://i.scdn.co/image/ab67616d0000b27314d91ebdd6d7e2931322cc1a",514,69,525,576,138,14
"When Iï¿½ï¿½ï¿½m Gone (with Katy ",125,"","Major",69,70,89,4,0,49,3,"Not Found",515,134,526,577,260,14
"Esqueï¿½ï¿½a-Me Se For C",122,"F#","Minor",80,62,69,28,0,13,7,"Not Found",516,227,527,578,318,14
"Miï¿½ï¿½n",92,"D","Major",85,92,54,16,0,29,7,"Not Found",518,234,528,579,333,14
"Sï¿½ï¿½",90,"F#","Minor",63,75,75,17,0,11,8,"Not Found",520,105,529,580,210,14
"MAMIII",94,"E","Minor",84,90,70,9,0,14,8,"Not Found",524,236,530,581,369,15
"Stay Alive (Prod. SUGA of BTS)",130,"D","Minor",51,50,76,30,0,10,7,"https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd",489,238,531,582,151,91
"Boyfriend",180,"G","Minor",35,23,61,23,0,19,6,"https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc",526,238,532,583,370,86
"The Joker And The Queen (feat. Taylor Swift)",134,"","Major",53,31,31,92,0,28,3,"https://i.scdn.co/image/ab67616d0000b27389aff4625958eac8d16535c7",528,238,533,584,276,14
"Light Switch",184,"F#","Major",69,91,63,11,0,9,31,"https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49",101,239,534,585,371,91
"City of Gods",147,"G#","Minor",47,50,80,10,0,32,38,"Not Found",532,238,535,586,188,14
"Brividi",123,"G","Major",52,44,60,40,0,26,3,"https://i.scdn.co/image/ab67616d0000b273ac4a7d6e5e77c52ba430278b",534,240,536,587,105,14
"Lost",123,"A#","Minor",91,49,61,3,0,17,22,"https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5",536,115,537,588,372,134
"she's all i wanna be",160,"D","Minor",61,65,64,1,0,12,4,"https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2",421,242,538,589,185,166
"Ginseng Strip 2002",115,"C#","Major",60,37,71,8,0,48,4,"https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202",540,244,539,507,373,87
"All For Us - from the HBO Original Series Euphoria",141,"D#","Major",37,17,67,2,0,34,9,"https://i.scdn.co/image/ab67616d0000b27325c4bac75a46caa3e645896a",542,246,540,590,101,134
"Notion",160,"A","Major",31,30,88,7,0,8,8,"https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08",544,248,541,591,260,132
"Formula",145,"B","Major",57,23,66,4,6,15,4,"https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867",3,249,542,592,370,91
"Mount Everest",89,"","Minor",46,43,43,23,8,8,22,"https://i.scdn.co/image/ab67616d0000b273e4c03429788f0aff263a5fc6",3,251,543,593,374,166
"Excuses",95,"F","Minor",84,49,72,8,0,15,8,"Not Found",554,79,544,594,150,14
"Cigarettes",160,"D","Major",60,47,62,3,0,38,4,"https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7",555,229,545,595,194,14
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",174,"F","Minor",67,74,75,44,0,7,30,"Not Found",556,253,546,596,218,14
"Down Under (feat. Colin Hay)",172,"B","Minor",31,4,86,1,0,28,17,"https://i.scdn.co/image/ab67616d0000b273aad205f4a52b5c988d86c25f",557,87,547,597,26,117
"Mujeriego",80,"A","Major",76,92,62,6,0,8,13,"https://i.scdn.co/image/ab67616d0000b2730193b30d2ad5ecd9ac3f26aa",36,255,548,598,375,147
"Contection",166,"A#","Minor",81,83,75,14,0,29,34,"https://i.scdn.co/image/ab67616d0000b2735dabace2f8e176a8727e3f95",559,257,549,599,376,91
"Swim",120,"G#","Major",67,8,54,27,0,8,4,"https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6",560,259,550,600,205,14
"A Tu Merced",92,"","Major",86,89,79,17,0,11,6,"https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0",27,261,551,601,377,14
"Numb Little Bug",85,"G#","Minor",74,61,52,30,0,26,9,"https://i.scdn.co/image/ab67616d0000b273dc0353a5801934f9a4bac01d",562,263,552,602,378,132
"212",154,"D","Minor",79,86,52,66,0,9,7,"Not Found",563,265,553,603,360,14
"Problemï¿½",92,"D","Minor",73,37,74,28,0,14,6,"Not Found",565,130,554,604,210,134
"Bussin",140,"B","Major",89,75,70,6,0,13,5,"https://i.scdn.co/image/ab67616d0000b2738c10ac7c3a733632833c3d88",6,238,555,605,226,14
"Worst Day",89,"C#","Major",65,60,60,11,0,10,40,"https://i.scdn.co/image/ab67616d0000b2737e83b7d94b668d9ea94fe7ec",227,238,556,606,41,14
"Malvada",135,"F","Minor",89,89,86,16,0,8,5,"Not Found",569,263,557,607,379,14
"Hrs and Hrs",140,"G#","Minor",51,66,53,60,0,11,18,"https://i.scdn.co/image/ab67616d0000b273d424d6448da5d51e00f6fda7",570,87,558,608,380,134
"Alien Blues",82,"D#","Major",47,44,76,8,91,9,3,"https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71",571,267,559,499,191,91
"Still Don't Know My Name",88,"F","Major",31,31,63,47,27,21,12,"https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867",3,249,560,609,381,14
"Christmas Tree",139,"F","Major",44,18,38,70,0,12,4,"https://i.scdn.co/image/ab67616d0000b2738764ebc69bd91a01cc3948a2",573,288,561,610,146,60
"Mal Feito - Ao Vivo",124,"","Minor",73,68,83,55,0,90,7,"Not Found",574,253,562,611,382,14
"When I R.I.P.",80,"G#","Minor",39,45,55,73,0,9,21,"https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867",3,249,563,612,383,14
"Do We Have A Problem?",120,"C#","Minor",84,54,51,47,0,12,40,"https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463",6,242,564,613,277,14
"Forever",80,"E","Minor",56,19,46,92,72,11,3,"https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867",3,249,565,614,384,86
"Gospel (with Eminem)",117,"C#","Major",92,62,86,11,0,24,24,"Not Found",10,242,567,615,290,14
"NEW MAGIC WAND",140,"F","Minor",62,46,73,10,0,67,11,"https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57",11,269,569,616,385,91
"Adore You",99,"G#","Major",68,57,77,2,0,10,5,"https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a",12,271,571,617,386,52
"La Santa",93,"C#","Major",74,59,87,3,0,8,5,"Not Found",14,261,573,618,330,14
"Sweetest Pie",124,"G","Major",81,68,63,17,0,10,22,"Not Found",15,273,575,619,387,14
"Bam Bam (feat. Ed Sheeran)",95,"G#","Major",76,96,70,18,0,33,4,"https://i.scdn.co/image/ab67616d0000b273364ef5f9057092741f667fea",17,274,576,620,388,164
"Una Noche en Medellï¿½",96,"A#","Minor",87,82,53,10,0,5,8,"https://i.scdn.co/image/ab67616d0000b273be60f176970cdde893632dd8",19,318,577,621,389,86
"Envolver",92,"E","Minor",81,40,73,15,0,9,8,"https://i.scdn.co/image/ab67616d0000b27332f29a61d5e3c3bb3c7ae510",23,161,578,622,390,134
"Starlight",124,"G","Major",95,36,37,35,0,10,28,"https://i.scdn.co/image/ab67616d0000b27320ce6b27651688ee8969cb2e",25,276,579,623,58,91
"Hati-Hati di Jalan",72,"F#","Major",64,76,44,70,9,12,4,"https://i.scdn.co/image/ab67616d0000b273b55d26c578e30129b0a7e86e",26,276,580,624,74,14
"I'm Tired - From ""Euphoria"""" An Original HBO Series""",71,"","Minor",28,26,20,19,0,30,3,"Not Found",3,242,581,625,268,14
"DANï¿½ï¿½A",135,"A","Minor",78,55,57,4,0,10,8,"Not Found",29,278,585,450,391,91
"Yo Voy (feat. Daddy Yankee)",95,"A#","Major",81,56,70,4,0,5,24,"https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac",32,280,586,626,74,52
"Residente: Bzrp Music Sessions, Vol. 49",71,"C#","Minor",59,70,74,56,0,11,40,"Not Found",35,276,519,627,190,14
"Jordan",180,"A#","Minor",80,71,68,6,0,10,37,"https://i.scdn.co/image/ab67616d0000b27382102cabb8e9ae044fc3db62",36,282,587,628,392,14
"Nail Tech",150,"E","Minor",65,11,58,0,0,12,9,"https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a",37,284,591,629,41,14
"Chale",189,"G#","Major",55,86,44,40,0,7,4,"Not Found",38,284,593,630,393,91
"DARARI",85,"","Major",72,55,64,49,0,7,4,"https://i.scdn.co/image/ab67616d0000b27328be5dc3cc0bd6f2482c1d56",40,291,594,631,101,94
"Ya No Somos Ni Seremos",140,"G","Major",59,73,45,44,0,34,3,"https://i.scdn.co/image/ab67616d0000b27365006bd1837710248501315c",42,284,595,632,394,138
"Thinking with My Dick",81,"","Major",77,68,70,6,0,17,20,"https://i.scdn.co/image/ab67616d0000b273648c824765ffe493d9947b62",44,292,597,52,226,14
"Freaky Deaky",104,"D","Minor",80,24,65,2,0,9,4,"https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef",46,293,599,625,139,14
"this is what falling in love feels like",129,"B","Major",42,33,44,62,0,8,6,"https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954",50,339,603,633,166,117
"La Zona",94,"C#","Minor",76,81,80,20,0,25,4,"https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0",27,261,606,634,210,91
"Hope",146,"A","Minor",59,23,46,66,0,15,6,"https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c",58,294,608,635,395,117
"Levitating",103,"F#","Minor",69,90,88,5,0,29,8,"https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be",61,23,611,636,396,91
"jealousy, jealousy",164,"A#","Minor",70,71,58,24,0,7,13,"https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a",5,142,613,603,328,14
"Monï¿½ï¿½y so",138,"D","Major",69,35,57,12,0,10,9,"Not Found",64,295,616,637,218,65
"Demasiadas Mujeres",126,"A","Minor",67,37,46,13,0,10,39,"https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3",65,296,499,638,180,77
"O.O",200,"B","Minor",39,28,77,4,0,6,29,"https://i.scdn.co/image/ab67616d0000b27386ca91e718866f411c01db5e",66,297,617,639,194,14
"Tom's Diner",98,"F#","Minor",68,33,43,38,0,36,14,"https://i.scdn.co/image/ab67616d0000b2732186eb1b0b5436f858c0508c",67,342,621,640,108,87
"First Class",107,"G#","Major",91,32,56,3,0,11,10,"https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb",37,237,623,641,397,166
"Plan A",174,"","Major",58,56,83,5,0,7,4,"https://i.scdn.co/image/ab67616d0000b273ccccd9b321e9b4446ae22cc5",69,298,624,448,139,14
"Fuera del mercado",92,"G#","Major",45,27,67,32,0,13,14,"https://i.scdn.co/image/ab67616d0000b273be462dd5903fb27996331b48",70,299,628,642,398,14
"X ï¿½ï¿½LTIMA",90,"G","Major",81,59,83,9,0,11,5,"Not Found",14,31,630,643,56,14
"When You're Gone",147,"F","Major",60,58,69,2,0,58,4,"https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117",76,300,631,644,299,77
"In My Head",143,"C#","Major",68,41,55,16,0,10,12,"https://i.scdn.co/image/ab67616d0000b2731e6a9d4ce04b67a455ed6b8c",77,315,632,358,105,14
"Wait a Minute!",101,"D#","Minor",76,63,71,3,0,10,3,"https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7",78,301,633,645,399,65
"LOVE DIVE",118,"C#","Minor",70,54,71,0,0,33,4,"https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093",79,302,634,646,190,91
"Pantysito",98,"G","Minor",83,63,74,14,0,16,6,"Not Found",81,303,635,647,188,14
"Chance",138,"C#","Minor",72,22,46,24,0,9,6,"https://i.scdn.co/image/ab67616d0000b273cb74f60124f5268784563f0b",69,304,636,595,101,14
"Cool for the Summer",114,"F","Minor",59,30,62,1,0,8,4,"https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784",83,305,637,648,400,132
"psychofreak (feat. WILLOW)",180,"G","Minor",63,45,64,34,0,9,8,"https://i.scdn.co/image/ab67616d0000b27317f56db9be0ac58807c82899",85,306,638,413,303,14
"Angel Baby",145,"B","Major",56,41,57,1,0,13,3,"https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893",88,307,642,649,56,65
"Vampiro",115,"G#","Minor",78,63,64,1,0,7,4,"Not Found",91,308,644,650,360,14
"Si Quieren Frontear",82,"A#","Major",79,48,84,13,0,21,23,"Not Found",94,300,645,651,180,14
"Right On",166,"D","Major",70,22,61,2,0,10,34,"https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa",96,237,646,652,210,91
"Me Arrepentï¿",92,"","Major",86,91,79,29,0,60,16,"https://i.scdn.co/image/ab67616d0000b273b0a3a7b69e470141becfdf8d",98,309,647,116,53,14
"That's Hilarious",108,"F#","Major",71,55,44,74,0,11,6,"https://i.scdn.co/image/ab67616d0000b273a3b39c1651a617bb09800fd8",101,237,648,653,218,103
"Soy El Unico",84,"E","Minor",71,63,45,45,0,11,3,"https://i.scdn.co/image/ab67616d0000b273ab621620bbfb20009cdc855e",128,31,649,296,53,91
"RUMBATï¿½",95,"D#","Minor",69,90,91,6,0,35,4,"Not Found",129,31,650,462,303,91
"sentaDONA (Remix) s2",135,"D#","Minor",93,77,45,25,0,13,27,"Not Found",131,310,651,448,250,14
"Falling",110,"E","Major",57,6,27,84,0,9,3,"https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a",12,311,652,654,401,60
"Sigue",88,"G","Major",89,59,64,5,0,19,7,"Not Found",137,312,653,655,402,14
"Fim de Semana no Rio",119,"C#","Minor",87,28,50,12,0,10,10,"https://i.scdn.co/image/ab67616d0000b273acb087ed5213035b71ef7a80",139,309,655,656,105,14
"MANIAC",120,"C#","Major",58,71,80,15,0,7,41,"https://i.scdn.co/image/ab67616d0000b2733613e1e0d35867a0814005a9",141,303,657,657,151,14
"IDGAF (with blackbear)",98,"F","Major",78,83,75,41,0,27,8,"Not Found",143,303,663,658,190,91
"Golden",140,"E","Minor",45,25,84,21,0,13,6,"https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a",12,311,666,659,403,86
"Ain't Shit",124,"D#","Major",86,62,49,51,0,35,21,"Not Found",146,62,669,660,404,91
"Nobody Like U - From ""Turning Red""""""",105,"A","Minor",91,73,72,13,0,9,15,"Not Found",148,293,638,661,188,14
"Still Life",118,"G#","Major",68,24,58,44,0,6,3,"https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699",150,302,670,662,101,14
"N95",140,"D#","Minor",81,39,66,38,0,12,14,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,672,663,260,170
"About Damn Time",109,"A#","Minor",84,72,74,10,0,34,7,"https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04",154,314,674,664,405,147
"Die Hard",101,"C#","Minor",78,40,74,36,0,17,27,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",156,73,675,665,56,14
"Despuï¿½ï¿½s de la P",78,"F","Major",56,61,90,36,0,18,31,"Not Found",27,102,676,666,41,52
"Un Ratito",93,"","Minor",79,22,55,31,0,12,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,677,667,393,91
"United In Grief",87,"G#","Major",52,32,83,24,0,17,43,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,678,668,218,121
"Father Time (feat. Sampha)",153,"A#","Minor",55,50,78,19,0,11,35,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",163,73,679,283,406,14
"Yo No Soy Celoso",142,"","Major",87,93,59,28,0,17,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,680,594,180,14
"Rich Spirit",96,"A#","Minor",85,41,43,39,0,12,21,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,681,669,167,14
"Cooped Up (with Roddy Ricch)",125,"","Major",50,39,78,4,0,11,33,"https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97",169,316,683,670,166,14
"Me Fui de Vacaciones",85,"A#","Major",71,43,65,23,0,9,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,684,671,407,14
"Silent Hill",140,"C#","Minor",92,78,57,46,0,14,9,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",173,73,687,672,363,14
"La Corriente",196,"B","Minor",66,58,79,23,0,22,20,"Not Found",174,102,690,673,211,14
"Count Me Out",134,"G","Major",78,51,43,69,0,14,9,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,696,347,190,91
"Andrea",103,"C#","Minor",80,45,62,76,0,10,38,"Not Found",180,102,699,674,393,91
"Dos Mil 16",130,"C#","Major",82,50,67,12,0,13,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,702,675,180,14
"We Cry Together",108,"B","Major",65,52,69,31,0,8,36,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",182,73,703,676,146,14
"Savior",123,"G#","Major",61,66,71,53,0,32,46,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",184,73,704,254,75,14
"Un Coco",152,"B","Major",84,74,69,21,0,18,6,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,706,677,158,14
"Otro Atardecer",108,"D","Major",78,55,60,59,0,7,4,"Not Found",189,102,709,678,190,125
"Worldwide Steppers",72,"A#","Minor",56,56,47,76,0,8,36,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,712,430,69,14
"Aguacero",121,"F#","Minor",86,67,65,42,0,35,7,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,713,679,194,14
"Purple Hearts",138,"D#","Minor",57,71,82,19,0,15,29,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",194,73,718,128,101,14
"Un Verano Sin Ti",188,"F","Minor",50,41,50,69,0,12,6,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,720,680,158,14
"ULTRA SOLO",110,"C#","Major",80,26,85,23,0,11,21,"https://i.scdn.co/image/ab67616d0000b27353f35bf4da7e552b28d409dd",198,320,721,681,408,14
"Ensï¿½ï¿½ï¿½ï¿½ame ",105,"G#","Major",81,77,79,19,0,47,8,"Not Found",27,102,722,682,218,14
"El Apagï¿½",118,"G#","Major",63,60,70,5,0,9,31,"Not Found",27,102,723,683,226,91
"Callaita",176,"D","Major",61,24,62,60,0,24,31,"https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5",206,322,724,684,409,14
"Dua Lipa",158,"B","Major",83,41,65,0,10,11,8,"https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb",37,102,725,285,138,14
"Agosto",115,"C#","Minor",85,72,58,9,0,49,12,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,726,685,75,14
"House Of Memories",110,"B","Minor",51,48,82,0,0,5,3,"https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a",211,323,727,658,410,14
"Mr. Morale",174,"A","Major",73,26,54,30,0,34,32,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",214,73,728,430,138,14
"That That (prod. & feat. SUGA of BTS)",130,"E","Major",91,91,96,3,0,3,9,"https://i.scdn.co/image/ab67616d0000b273b5c128b71507ef309ff4912e",218,324,480,686,363,14
"In The Stars",78,"A#","Major",36,30,54,34,0,14,5,"https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6",220,324,729,687,411,43
"Rich - Interlude",104,"G","Major",44,74,42,88,0,9,9,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,730,52,74,14
"SUPERMODEL",121,"G","Major",64,80,88,0,0,12,6,"Not Found",222,73,733,688,412,87
"Stefania (Kalush Orchestra)",105,"D","Major",83,32,82,14,0,12,4,"https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930",223,363,737,689,53,14
"Thousand Miles",81,"G","Major",38,20,66,9,0,9,8,"https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39",224,98,740,690,404,91
"Crown",170,"C#","Minor",37,14,24,80,0,11,4,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,743,637,194,14
"Auntie Diaries",78,"G","Major",43,60,38,76,1,48,38,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,746,430,53,14
"PUFFIN ON ZOOTIEZ",125,"G#","Major",88,28,66,6,0,13,31,"https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214",227,324,749,691,363,14
"Mirror",92,"E","Minor",66,29,65,23,0,8,7,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,751,637,53,14
"Beautiful Girl",140,"B","Minor",84,61,42,31,0,9,9,"https://i.scdn.co/image/ab67616d0000b2731471ae084d0835cfc320fa6a",229,98,752,692,212,14
"Paulo Londra: Bzrp Music Sessions, Vol. 23",96,"","Major",61,32,90,25,0,10,9,"https://i.scdn.co/image/ab67616d0000b27342f5c9660f46df77e7ab71be",230,364,755,544,101,14
"Savior - Interlude",118,"F","Minor",66,83,43,84,0,19,19,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",152,73,756,52,138,14
"Pasoori",92,"B","Minor",71,67,60,7,0,6,4,"https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f",239,365,757,693,138,14
"Mother I Sober (feat. Beth Gibbons of Portishead)",140,"G#","Minor",49,50,37,87,0,11,35,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f",241,73,223,499,150,14
"TUS Lï¿½ï¿½GR",174,"C#","Major",68,45,71,18,0,11,25,"Not Found",243,315,758,694,158,52
"Where Did You Go?",127,"A#","Major",77,53,78,19,0,29,4,"Not Found",245,366,759,695,413,143
"I Tried to Tell Y'all",96,"B","Major",71,37,52,62,0,11,36,"Not Found",256,102,760,696,138,14
"Honest (feat. Don Toliver)",150,"G#","Minor",82,82,66,13,0,11,6,"https://i.scdn.co/image/ab67616d0000b27377f7f8553ace10f4d9347872",258,324,5,625,274,14
"ZOOM",100,"F#","Major",87,46,60,1,0,13,16,"https://i.scdn.co/image/ab67616d0000b273c4197378ef8cb88888716bca",260,367,8,697,226,14
"SloMo",105,"C#","Minor",73,59,81,13,0,9,6,"https://i.scdn.co/image/ab67616d0000b273e72e1154ce7b6314ba087b0e",264,288,9,698,139,86
"FEARLESS",104,"G","Major",86,43,62,5,0,13,14,"https://i.scdn.co/image/ab67616d0000b2739030184114911536d5f77555",274,368,17,699,158,14
"10 Things I Hate About You",154,"G#","Major",54,45,79,1,0,17,5,"https://i.scdn.co/image/ab67616d0000b273596a9d381ffda7d97da5d702",276,298,18,700,210,14
"SPACE MAN",80,"B","Major",47,33,83,18,0,10,5,"https://i.scdn.co/image/ab67616d0000b273b406a48f0b5f4485044dd279",278,297,20,701,56,14
"With you",150,"D#","Major",53,14,43,64,0,13,3,"Not Found",280,369,24,702,142,91
"Iris",156,"B","Minor",32,49,72,0,0,9,4,"https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca",281,370,27,703,348,14
"The Heart Part 5",98,"G#","Minor",76,79,81,18,0,6,34,"https://i.scdn.co/image/ab67616d0000b27389877ffdd584dc9b7168044b",152,371,591,542,188,14
"San Lucas",92,"G","Major",58,27,36,86,0,9,3,"https://i.scdn.co/image/ab67616d0000b2733e4b5368bf7ad20f19cc4812",285,223,29,296,69,14
"This Love (Taylorï¿½ï¿½ï¿½s Ve",144,"E","Major",47,7,50,32,0,7,4,"Not Found",52,102,548,704,210,86
"Good Looking",150,"E","Major",37,27,56,8,0,13,3,"https://i.scdn.co/image/ab67616d0000b27343bff43a592efe047d2ab9ff",289,372,30,653,246,91
"Flowers",138,"D#","Major",70,31,44,84,0,9,39,"https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993",294,373,37,705,414,91
"Yet To Come",172,"C#","Major",56,68,89,4,0,33,19,"https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49",288,231,713,706,277,14
"Run BTS",77,"G#","Major",72,70,82,2,0,4,17,"https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49",288,231,40,707,274,87
"Music For a Sushi Restaurant",107,"B","Major",72,36,72,26,6,11,4,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,41,708,383,91
"Matilda",114,"D","Major",51,39,29,90,0,10,4,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,42,709,415,14
"For Youth",117,"D","Major",63,29,51,43,0,25,4,"https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49",288,231,43,710,218,14
"Daylight",146,"","Major",69,63,45,48,0,18,4,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,44,711,377,14
"Vegas (From the Original Motion Picture Soundtrack ELVIS)",160,"G#","Minor",80,74,60,8,0,14,26,"https://i.scdn.co/image/ab67616d0000b273cada88daf56a282fb18ecf7f",146,102,45,712,318,171
"Cash In Cash Out",120,"G","Major",88,15,56,1,0,8,6,"https://i.scdn.co/image/ab67616d0000b2738f0df54fd6043164d7c07ae3",312,231,46,713,290,14
"Potion (with Dua Lipa & Young Thug)",100,"B","Minor",82,76,70,16,0,8,5,"https://i.scdn.co/image/ab67616d0000b273210dbb988be90592f4e0a4bd",313,374,47,714,416,14
"Born Singer",158,"G#","Minor",60,68,84,4,0,24,11,"https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49",288,231,48,715,146,14
"Little Freak",142,"D#","Major",56,40,54,72,0,10,4,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,49,606,360,14
"La Llevo Al Cielo (Ft. ï¿½ï¿½engo F",170,"A","Minor",80,77,85,11,0,17,14,"Not Found",318,289,50,716,105,91
"True Love",84,"F","Minor",71,39,86,2,0,51,25,"https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3",320,374,51,700,113,14
