sub_object_id,sub_object
2179,Gifts and Bequests
2180,ITI Fr 2S/LIB-Public Library Fund
2181,Library Events/Meeting Room Fees
2182,Miscellaneous Library Services and Other Revenue
2183,Beginning Fund Balance-Budget Basis
2184,Property Tax AB 1290 Redevelopment Agency Pass Through
2185,Unsecured Installment 5/8 Year Plan
2186,Proceeds From Sale of Bonds - Face Amount
2187,Internal Service Fund Recovery From Child Support Services (All Agency Operations)
2188,Internal Service Fund Recovery From Police Commission (All Agency Operations)
2189,Internal Service Fund Recovery From Public Transportation (All Agency Operations)
2190,Internal Service Fund Recovery From Recreation and Parks (All Agency Operations)
2191,Internal Service Fund Recovery From Sheriff (All Agency Operations)
2192,State Health Care Initiative Revenue
2193,Interfund Transfer In From 5H - General Hospital Funds
2194,Other Financing Sources-Capital Leases
2195,Expense Recovery From Information Services Department (All Agency Operations)
2196,Internal Service Fund Recovery From Administration (All Agency Operations)
2197,Internal Service Fund Recovery From Administrative Services (All Agency Operations)
2198,Internal Service Fund Recovery From Animal Care and Control (All Agency Operations)
2199,Internal Service Fund Recovery From Asian Arts Museum (All Agency Operations)
2200,Internal Service Fund Recovery From Building Inspection (All Agency Operations)
2201,Internal Service Fund Recovery From Cleanwater (All Agency Operations)
2202,Internal Service Fund Recovery From Convention Facilities Management (All Agency Operations)
2203,Internal Service Fund Recovery From Emergency Communications Department (All Agency Operations)
2204,Internal Service Fund Recovery From Fine Arts Museum (All Agency Operations)
2205,Internal Service Fund Recovery From Fire Department (All Agency Operations)
2206,Internal Service Fund Recovery From Human Resources (All Agency Operations)
2207,Internal Service Fund Recovery From Human Services (All Agency Operations)
2208,Internal Service Fund Recovery From Port Commission (All Agency Operations)
2209,Internal Service Fund Recovery From Public Library (All Agency Operations)
2210,Internal Service Fund Recovery From Public Works (All Agency Operations)
2211,Internal Service Fund Recovery From Public Utilities Commission (All Agency Operations)
2212,Patient Payments - Mental Health
2213,Exp Rec Fr Sheriff (Non-AAO)
2214,Community Mental Health Service
2215,Exp Rec Fr Human Resources (AAO)
2216,Expense Recovery From Medical Examiner/Coroner (All Agency Operations)
2217,Misc Exhibit & Perform Svc Charges
2218,Veterans Building Occupancy Fees
2219,Exp Rec Fr Administrative Services (AAO)
2220,Davies Symphony Hall Concessions
2221,Davies Symphony Hall Prog Concess
2222,Davies Symphony Hall-Office Rental
2223,Opera House-Office Rental
2224,Other General Government Charges
2225,Social Security Number Truncation Fee
2226,Vital & Health Statistics Fee Sta
2227,Board of Supervisors - Planning Appeals Surcharge
2228,Expense Recovery From Building Inspection (All Agency Operations)
2229,Exp Rec Fr Comm Mental Health (AAO)
2230,Exp Rec Fr Laguna Honda Hospital (AAO)
2231,Exp Rec Fr Permit Appeals (AAO)
2232,Expense Recovery From Port Commission (All Agency Operations)
2233,Exp Rec Fr Public Transportation(AAO)
2234,Exp Rec Fr Rent Arbitration Bd (AAO)
2235,Expense Recovery From Retirement System (All Agency Operations)
2236,Exp Rec Fr SF General Hospital (AAO)
2237,Expense Recovery From Taxicab Commission (All Agency Operations)
2238,New Construction Building Permits
2239,Other Short Range City Planning Fees
2240,Planning - Certificate of Appropriateness Fees
2241,Planning - Conditional Use Fees
2242,Planning - Environmental Review Fees
2243,Expense Recovery From Mayor (Non-All Agency Operations)
2244,Other Local/Regional Grants
2245,Other Recreational Service Chgs
2246,Lot 6 Parking
2247,Advanced Golf Reservation Fees
2248,Concession-Candlestick Park
2249,Rentals - Candlestick Park
2250,Admission-Recreation Facilities
2251,Parking Fees-Various Rec/Park Facilities
2252,St. Mary'S Garage
2253,Interest Earned - Non Pooled Cash
2254,ITI Fr 2S/CRF-Culture & Recreation Fd
2255,Interfund Transfer In From 2S/OSP - Open Space & Park Fund
2256,Delinquent Installment Collection Fee
2257,Local Transportation Fund Admin
2258,Payroll Deduction Processing Fee-Con
2259,Expense Recovery From Office of Contract Administration (All Agency Operations)
2260,Expense Recovery From Business and Economic Development (Non-All Agency Operations)
2261,Campaign Consultant Registration Fee
2262,Exp Rec Fr Municipal Transportation(AAO)
2263,Exp Rec Fr Public Defender (AAO)
2264,Exp Rec Fr Status of Women (AAO)
2265,Exp Rec Fr Treas/Tax Coll (AAO)
2266,Exp Rec Fr Trial Courts (Non-AAO)
2267,ITI Fr 2S/RPF-Real Property Fund
2268,Exp Rec Fr District Attorney (AAO)
2269,Exp Rec Fr SFCCD (Non-AAO)
2270,Public Pound Sale of Animals
2271,Expense Recovery From Registrar of Voters (All Agency Operations)
2272,Exp Rec Fr Art Commission (AAO)
2273,Expense Recovery From Controller - Payroll/Personnel (All Agency Operations)
2274,Exp Rec Fr Emergency Comm. Dept.
2275,Exp Rec Fr Ethics Commission (AAO)
2276,Expense Recovery From Environment (Non-All Agency Operations)
2277,Expense Recovery From Asian Arts Museum (All Agency Operations)
2278,Rec Facilities Support System
2279,Convention Facilities - Rentals
2280,Exp Rec Fr ISD (Non-AAO)
2281,American Recovery and Reinvestment Act - Federal Direct
2282,Gain/Loss-Sale of Land
2283,Unclaimed Funds for The City (TTX)
2284,Penalty/Costs-Redemption
2285,Property Tax In-Lieu of Sales and Use Tax
2286,Prop Tax In-Lieu of Vehicle License Fee
2287,Jessie Square Garage
2288,Other Federal-Public Assistance Admin
2289,Other State-Public Assistance Programs
2290,Non-Internal Service Fund Recovery From San Francisco Unified School District
2291,Vehicle License Fee Local Safety/Protection
2292,ITI Fr 2S/CHF-Children'S Fund
2293,Delinquent Business Tax Collection Fee
2294,Transient Tax - Water Bills
2295,Transient Tax - Recreation and Park Residence Card Fee
2296,OTI Fr 2S/CFF-Convention Facilities Fd
2297,Payroll Tax - Prior Period
2298,State Revenue Loss
2299,Interfund Transfer In From 5A/Airport Fund
2300,Telephone Users Tax (Land and Mobile)
2301,Social Security Administration/Supplemental Security Income Foster Care Reimbursement
2302,Supplemental Security Income/State Supplementary Program County Adult Assistance Program Interim Assistance Reimbursement
2303,Prior Year State Revenue Adjustment
2304,Adoption Services (State-Admin)
2305,Adult Protective Services (State-Administered)
2306,Cal State Dept of Educ - Stage 2/3
2307,Calworks Eligibility (State-Admin)
2308,Calworks Mental Health (State/Fed)
2309,Cash Asst Pgm for Immigrant Eligibilty
2310,Childrens Services (State-Admin)
2311,Foster Care (State-Admin)
2312,Foster Family Home Licensing (State-Adm)
2313,Independent Living Program(State Admin)
2314,Specialized Care Incentive
2315,Welfare to Work (State-Administered)
2316,Calworks (State-Aid)
2317,Cash Assist Pgm for Immigrants - Revenue
2318,Child Abuse Prevention Intervention Treatment (Capit)
2319,In-Home Supportive Services Contract-Modified (State General Fund Share)
2320,Seriously Emotionally Disturbed Aid State Share
2321,Transitional Housing Program - State
2322,Food Stamp Overpayment Collections
2323,California Loan Fund Community Services Block Grant - Health Related - State Partnership Matching Program Revenue
2324,Institutions for Mental Diseases Fee - Representative Payee
2325,Prior Year Federal Revenue Adjustment
2326,California State Department of Education - Stage 2 Child Care
2327,Calworks Eligibility
2328,Food Stamps Employment and Training (Federal Administered)
2329,Foster Family Home Licensing (Fed-Admin)
2330,Promoting Safe and Stable Families
2331,Refugee Resettlement Program/Refugee Cash Assistance (Federal Administered)
2332,Welfare to Work
2333,Calworks (Fed-Aid)
2334,In-Home Supportive Services Contract-Modified (Title XIX Share)
2335,Interfund Transfer In From 2S/Environmental Protection Fund
2336,Auctioneer
2337,Closing Out Sale
2338,Dui Emergency Response Recovery Fee
2339,Mobile Caterer & Permits
2340,Public Safety Sales Tax Allocation
2341,Police Adm Fee - Traffic Offender Prog
2342,Police Service - Housing Authority
2343,Boarding of Prisoners
2344,Miscellaneous Correction Service Revenue
2345,Exp Rec-Unallocated (Non-AAO Fds)-Budget
2346,Fines Related to Dna Id (Prop 69-2004)
2347,Court Filing Fees/Surcharges
2348,Fed. Homeland Safety Grants - Direct
2349,Federal Homeland Safety Grants - Pass Through
2350,"Rental-Airline, Superbay Hangar"
2351,Transportation and Facilities Fees
2352,Rental-Airline North Terminal
2353,Emgcy Med Svcs Certification Fees
2354,State - Narcotic Forfeitures and Seizures
2355,OTI Fr 5W-Water Department Funds
2356,Fire Pre-Application Plan Review Fee
2357,Fire Residential Inspection Fees
2358,Juvenile Probation Title IV-E(Fost.Care)
2359,State - Group Home Monthly Visits
2360,Federal - Narcotic Forfeitures and Seizures
2361,Concession-Others-Itb
2362,Cng Services
2363,Concession Rev-Duty Free In Bond-ITB
2364,Concession Rev-Gifts & Merchandise-ITB
2365,Rental - Bay Area Rapid Transit
2366,Rental-Central Terminal(Non-Airline)
2367,"Rental-Non-Airline, Itb"
2368,Rental - North Terminal (Non-Airline)
2369,Rental-Other Buildings(Non-Airline)
2370,Rental - South Terminal (Non-Airline)
2371,Rental - Unimproved Area (Non-Airline)
2372,Permit Application Filing Fees
2373,Report of Residential Record Fee
2374,ITI Fr 2S/BIF-Bldg Inspection Fund
2375,Additional Electrical Inspection
2376,Additional Mechanical Inspection
2377,Enterprise Zone Admin Fee Recovery
2378,Gas Tax Prop-42 Public Transportation
2379,State Prop 1B Local Street Road
2380,Proceeds From Cert of Participation
2381,Misc Service Charges-Dpw
2382,Gas Tax Prop-111 Sec 2105 County
2383,Gas Tax Adjustment Between Dpw & Mta
2384,Code Enforce - City Attorney Litigation
2385,Off Hours Electrical Inspection
2386,Penalties--Plumbing/Mechanical Permits
2387,Rental-Airline South Terminal
2388,Rental - Airline Customs Facilities - ITB
2389,Interest Earned-Fiscal Agent Account
2390,Commission-Cogeneration Facility-UAL
2391,Sale of Electricity
2392,Reimbursement From Sfotec
2393,Sale of Natural Gas
2394,Security Services
2395,"San Francisco International Airport Parking (Garage, Lots and Permits)"
2396,Contractor's Per Tow Fee
2397,Tow Fees
2398,Discount Single Ride Ticket Booklet
2399,Misc Transit Operating Revenues
2400,Regional Transit Sticker
2401,Transit tokens
2402,Proof of Payment Fees
2403,Transit Operating Assistance (Federal)
2404,BART ADA
2405,State Sales Tax(AB1107)
2406,ITI Fr 5M-Ptc-Muni Railway Funds
2407,Interfund Transfer In From 5N - Parking & Traffic Funds
2408,Sale of Electricity - City Non-Workorders
2409,Sale of Electricity - City Workorders
2410,Sale of Electricity-Non-City
2411,Sale of Water
2412,Interfund Transfer In From 5T - Hetch Hetchy Funds
2413,Interfund Transfer In From 5M - Muni Railway Funds
2414,Interfund Transfer In From 5P/Port Commission Fund
2415,Fifth and Mission Garage
2416,Sutter-Stockton Garage - Uptown Parking
2417,Public Passenger Motor Vehicle
2418,ITI Fr 2S/GTF-Gasoline Tax Fund
2419,Cafe Tables and Chairs
2420,Red Light Fine - Camera Violation
2421,Red Light Fine - Police Ticket Issuance
2422,Parking Card Meter Rev-Vendors
2423,Sale of Water-Low-Income Subsidized
2424,Sale of Water - Municipal Paying
2425,Sale of Water - SF Consumers
2426,Sale of Water-Sub Non Resale
2427,Salw of Water - Suburban Resale
2428,Interfund Transfer In from 5W/Water Department Funds
2429,Water Service Installation Charges
2430,Proceeds From Other S/T Debts
2431,OTI Fr 3C/RPF-Rec & Park Fac Cap Prj
2432,Interfund Transfer In From 5P - Port Commission Funds
2433,Port-Other Marine Services Budget
2434,Port - Ship Repair Services Budget
2435,Port - Fishing Services Budget
2436,Social Security - Medicare (HI Only)
2437,Professional & Specialized Svcs-Budget
2438,Rents/Leases-Bldgs & Structures-Budget
2439,Rents & Leases-Equipment-Budget
2440,Overtime - Miscellaneous
2441,Misc-Regular
2442,Nurses-Regular
2443,Temporary - Regular - Miscellaneous
2444,General Fund - Controller - Financial Systems
2445,General Fund - City Attorney - Legal Services
2446,General Fund - Human Rights Commission
2447,General Fund - Risk Management Services (All Agency Operations)
2448,General Fund - Technology and Innovation Services - Telephone (All Agency Operations)
2449,Internal Service - Purchasing - Central Shops - Auto Maintenance
2450,Internal Service - Purchasing - Central Shops - Fuel Stock
2451,Internal Service - Purchasing - Reproduction
2452,Internal Service - Purchasing - Vehicle Leasing (All Agency Operations)
2453,Information Services - Technology and Innovation Services - Information Services Department Services
2454,Internal Service - Technology and Innovation Services - Information Services Department Services - Infrastructure Cost
2455,Street Repairs - Department of Public Works - Building Repair
2456,Transfer Adjustments - Uses (Citywide)
2457,Dependent Coverage - Miscellaneous
2458,Trial Court Funding Subvention
2459,Retirement Pick Up (Nurses)
2460,Sewer Service Charge - Commercial/Residential
2461,Sewer Services - Low-Income Subsidized
2462,Interfund Transfer In from 5C/Cleanwater Program Funds
2463,Premium Pay - Nurses
2464,General Fund - Rent Paid to Real Estate
2465,Maint Svcs-Buildings & Impvts-Budget
2466,Temp-Regular-Nurses
2467,"Taxes, Licenses & Permits-Budget"
2468,"GF-Children, Youth, and Family Services"
2469,Training Costs Paid to Vendors
2470,General Fund - Community Health Services - Toxic Waste and Hazardous Materials Service
2471,Allocated Charges-Specific Sources
2472,Court Fees and Other Compensation
2473,Buildings Structure Improvement - T Project Budget
2474,ITO to 5L-Laguna Honda Hospital Funds
2475,Health Service-Retiree Health Subsidy
2476,Freight/Delivery
2477,Training Costs Paid to Employees
2478,Holiday Pay - Nurses
2479,Adm-Real Estate Special Services
2480,Transfer Adjustments - Uses
2481,"Other Hosp., Clinics & Lab. Supplies"
2482,Intravenous Solutions
2483,Special Revenue - Department of Public Works - General Administration
2484,General Fund - Human Resources Management/Benefits Administration System
2485,General Fund - Human Resources - Client Services/Recruitment/Assessment
2486,Retirement Pick Up (Premium/Other Adjustment)
2487,Reproduction Copier Store Program
2488,Telephone Charges (TIS Use Only)
2489,General Fund - Administration - General (All Agency Operations)
2490,Equipment ($5K or Less - Controlled Asset)
2491,Community-Based Organization Services
2492,General Fund - Controller - Payroll/Personnel
2493,Entertainment & Promotion Budget
2494,Special Revenue - Department of Public Works - Urban Forestry
2495,Eq Lease/Purch-Fin Agency-Renewal-Budget
2496,ITO to 1G-General Fund
2497,Technology and Innovation Services - SFGov TV Services (All Agency Operations)
2498,General Fund - City Hall Fellows Program
2499,Litigation Expenses - Legal Fees
2500,General Fund - Human Rights Commission Surety Bond
2501,ITO to 2S/RPF-Real Property Fund
2502,Data Processing Equip-Lease/Purch-Init
2503,Data Processing Eq-Lease/Purch-Opt Renew
2504,Equip Lease/Purchase Opt Renewal-Budget
2505,Office Supplies-Citywide Contrac
2506,Water & Sewage Treatment Supplies
2507,Payments to Poll Workers
2508,Miscellaneous Facilities Rental
2509,Payments for Polling Locations
2510,Community Based Organization Svcs-Budget
2511,Base Rental Payment (Debt Service - Building/Structure)
2512,Special Revenue - Department of Public Works - Geographic Information System
2513,Dependent Coverage-Uniform
2514,Retirement Non-City (PERS)
2515,Physical Collections - Library Only
2516,Audio/Video - Library Only
2517,Programmatic Projects - Budget Carry Forward
2518,Promotional & Entertainment Expense
2519,Small Tools and Intruments
2520,"Audio/Visual Equipment and Supplies ($5,000 and Less)"
2521,Electronic Collections - Library Only
2522,ITO to 2S/LIB-Public Library Fund
2523,Special Revenue - Clean Water Program - Clean Water Department
2524,Designated for General Reserve
2525,OTO to 2S/GOL-Golf Fund
2526,General Fund - Human Resources - Recruitment/Assessment Without
2527,General Fund - Human Resources - Tuition Reimbursement Affirmative Action Program
2528,Library Materials - Budget Only
2529,ITO to 2S/CRF-Culture & Recreation Fd
2530,ITO to 5H-General Hospital Funds
2531,OTO to 5P-Port Commission Funds
2532,Overtime - Nurses
2533,Retire City Uniform (Police & Fire)
2534,Premium Pay - Uniform
2535,Overtime - Uniform
2536,Uniform-Regular
2537,Holiday Pay - Uniform
2538,Subsistence - Budget
2539,Ret Payout - SP & Vac - Uniform
2540,General Fund - Coroner/Medical Examiner
2541,ITO to 5A-Airport Funds
2542,Increasing Revolving Fund
2543,Vehicle Maint (Non Central Shops)
2544,Office of Contract Administration - Labor Standards Enforcement
2545,Payments to Other Government
2546,General Fund - Office of Contract Administration - Managed Care Organization/Living Health (All Agency Operations)
2547,Court Reporter Transcripts Services
2548,Street Repair - Child Support Services
2549,Health Service-OPEB Liability-GASB 45
2550,Special Revenue - Children and Families Commission - First 5 Commission
2551,General Fund - HCN - Community Health Network (All Agency Operations)
2552,Cash Assistance Program for Immigrants Aid Payments
2553,Post Adoption Employment Services Ancillary Services
2554,General Fund - Treasurer/Tax Collector - Credit Card Merchant Charges (All Agency Operations)
2555,Eq Lease/Purch-Fin Agency-Init-Budget
2556,General Fund - Rent Board Services
2557,OTO to 2S/CHF-Children'S Fund
2558,OTO to 2S/CRF-Culture & Recreation Fd
2559,OTO to 4D/ODS-Other Debt Service Funds
2560,OTO to 5M-PTC-Muni Railway Funds
2561,Designated for Supp Appn Pending Legisl.
2562,OTO to 2S/HWF-Human Welfare Fund
2563,Calworks Ancillary Services
2564,Calworks Transportation Services
2565,Calworks Aid Payments
2566,Child Welfare Services Parenting Education
2567,Family and Children's Services Special Services
2568,Independent Living Services Ancillary Services
2569,Family and Children's Services Childcare Aid Payments
2570,GF-Mayor's - Cdbg
2571,Post Adoption Employment Services Transportation Services
2572,County Adult Assistance Program - Calm Aid - Cash Aid Link to Medi-Cal
2573,Assembly Bill 2129 Services
2574,Kinship/Foster Care Emergency Fund
2575,Relative Caregiver Certification
2576,Seriously Emotionally Disturbed Aid
2577,Community Based Targeted Case Management
2578,"Shop, Bldg & Field Maint Equiment"
2579,Interfund Transfer Out to 5N - Parking & Traffic Funds
2580,General Fund - Board of Supervisors
2581,ITO to 5C-Cleanwater Program Funds
2582,Special Inspection and Testing Services
2583,Water/Sewer Bill Assistance
2584,General Fund - Administration - Projects (All Agency Operations)
2585,Water Sewage Treatment Equipment
2586,Power Distribution Transmission
2587,Power for Resale
2588,Power for Resale-Budget
2589,Resale of Electricity
2590,Resale of Steam
2591,Street Repairs - Department of Public Works - Sewer Repair
2592,ITO to 5T-Hetch Hetchy Funds
2593,"Medical, Dental & Laboratory Equipment"
2594,ITO to 5W-Water Department Funds
2595,Interfund Transfer Out to 5T - Hetch Hetchy Funds
2596,Interfund Transfer Out to 5P - Port Commission Funds
2597,Equipment Lease/Purchase - Initial - Budget
2598,Platform Trust CCSF-Contribution
2599,Platform-Performance Incentive Payouts
2600,Platform - Premium Pay
2601,Platform-Regular
2602,Platform-Scheduled Overtime
2603,Platform - Unscheduled Overtime
2604,Interfund Transfer Out to 5M - PTC-Municipal Railway Funds
2605,ITO to 5N-Parking & Traffic Funds
2606,Other Equip L/P-Fin Agency-Renewal
2607,ITO to 2S/GTF-Gasoline Tax Fund
2608,General Fund - Office of Citizen Complaints - Citizens Complaints
2609,ITO to 2S/BIF-Bldg Inspection Fund
2610,General Fund - Department of Human Resources - Municipal Transportation Agency Proposition E Services
2611,Dental Coverage - Budget
2612,Miscellaneous Department (All Agency Operations) - Discontinued
2613,1660 Mission Street Parking Garage
2614,Online Computer Transaction Fees
2615,State Transit Assistance - Operating
2616,OTI Fr 1G for Prior Yr Adj
2617,OTI Fr 5O-Taxi Commission Fund
2618,OTI Fr 5X-Parking Garages Funds
2619,Enterprise Federal Bond Int Subsidy
2620,Ambulance Certification Operation Fee
2621,Emergency Medical Services Agency Receiving Hospital Fee
2622,Emt Certificate/Accreditation Fee
2623,Gain/Loss-Sale of Building & Structures
2624,OTI Fr 5C-Cleanwater Program Funds
2625,OTI Fr 3C/MCF-Moscone Conv Ctr Cap Prj
2626,Senate Bill 1128 Laguna Honda Hospital Correctional Construction Reimbursement (Correction)
2627,ITI Fr 2S/WMF-War Memorial Fund
2628,Expense Recovery From Juvenile Court (Non-All Agency Operations)
2629,Exp Rec Fr Public Transport (Non-AAO)
2630,Healthy SF Employer Enrollment Fees
2631,Healthy SF Patient Enrollment Fees
2632,Hospital Fee AB1383
2633,OTI Fr 2S/HWF-Human Welfare Fund
2634,OTI Fr 2S/NDF-Neighborhood Dev Fd
2635,OTO to 2S/CFF-Convention Facilities Fd
2636,Recreation and Athletic Equipment
2637,Interfund Transfer Out to 2S/WMF - War Memorial Fund
2638,Interfund Transfer Out to 2S/GSF - General Services Fund
2639,Travel Costs Paid to Vendors
2640,Contribution Transfer Out to 5M/Public Transportation Commission Municipal Railway Funds
2641,Child Welfare Services Tutoring
2642,Foster Care CWS-Health Services
2643,OTI Fr 5L-Laguna Honda Hospital Funds
2644,Expense Recovery From Animal Care and Control (All Agency Operations)
2645,Delivery System Reform Incentive Payment/PRIME
2646,Non-Discretionary Public Health Intergovernmental Transfer Program Assembly Bill 113
2647,Interfund Transfer Out to 5Y - SFMTA Bicycle Fund
2648,OTO to 5Z- SFMTA Pedestrian Fund
2649,Fringe-Prop B Ret Health Care-City Share
2650,Proposition B Ret Health Care Pretax
2651,Vacant/Abandoned Building Fee
2652,Sale of Electricity - Retail
2653,Treasure Island Utilities Revenue
2654,Exp Rec Fr Academy of Science (AAO)
2655,Emergency Medical Services Training Program Renewal Fee
2656,EMSA STEMI Fee
2657,Interfund Transfer In From 2S/Public Protection Fund
2658,Internal Service Fund Recovery - General Unallocated
2659,Non-Signatory Airline Surcharge Fees
2660,Exp Rec Fr Mayor-CDBG (Non-AAO)
2661,Expense Recovery From Light Heat and Power (Non-All Agency Operations)
2662,ITI Fr 2S/PWF-Public Works Fund
2663,Exp Rec Fr Port Commission (Non-AAO)
2664,Exp Rec Fr Real Estate (Non-AAO)
2665,Travel Costs Paid to Employees
2666,Interfund Transfer Out to 2S/PWF - Public Works Fund
2667,Designated for Contingencies
2668,CalWorks Wage Subsidy
2669,Non-California Work Opportunity and Responsibility to Kids Wage Subsidy
2670,Medicare Managed Care O/P Revenue
2671,Other Managed Care Outpatient Revenue
2672,Exp Rec Fr Water Dept (Non-AAO)
2673,Expense Recovery From Community Development (All Agency Operations)
2674,Designated for Health Care Appn
2675,Public Health Intergovernmental Payment
2676,Capital Projects Budget - Carried Forward Only
2677,Expense Recovery From Human Resources Department - Workers Compensation (All Agency Operations)
2678,Interfund Transfer Out to 4D/GOB - General Obligation Bond Fund
2679,BART/Station Advertising
2680,Senior/Discount Muni/Bart Pass
2681,Illegal Taxi Vehicle Enforcement Fines
2682,Taxi Enforcement-Permit Holders Fines
2683,San Francisco Transportation Authority - Paratransit
2684,Taxi Driver Permit Renewal Fees
2685,Police Press Parking Pass Charges
2686,Child Abuse Prevention and Treatment Act - CFDA 93.590
2687,Local Community Corrections - Ab109
2688,Expense Recovery From Human Rights (Non-All Agency Operations)
2689,Emergency Assistance - Federal Cost Aid (Federal Share)
2690,Adoptions-AB 118
2691,Adult Protective Services - Assembly Bill 118
2692,Child ABuse Prevention-AB 118
2693,Child Welfare Services - AB 118/ABx1 16
2694,Foster Care Administratn-AB 118/ABx1 16
2695,Foster Care Assistance-AB 118/ABx1 16
2696,Calworks Moe Subaccount
2697,Exp Rec Fr Retiree Health Trust Board
2698,Permit Referrals From Other Agencies
2699,Planning - Categorical Exemption Fees
2700,City Planning Application Refunds
2701,Exp Rec Fr Bus & Enc Dev (Non Aao)
2702,Other Equip L/P-Fin Agency-Initial
2703,General Fund - Administration - Community Redevelopment
2704,GF-Human Rights Commission Services
2705,Materials & Supplies-1 Time Budget Items
2706,OTO to 5L-Laguna Honda Hospital Funds
2707,Budget Stabilization Reserve
2708,Allocated Charges-Reimbursement
2709,Reserve for Capital Improvements
2710,Patient Payments-O/P Gross Charges
2711,Housing Authority
2712,Municipal Transportation Agency Division Overhead Cost Recovery
2713,Facilities Maintenance Budget - Carried Forward Only
2714,OTO to 5H-General Hospital Funds
2715,District Attorney/Public Defender - AB109
2716,City Depts Revenue From Ocii
2717,Services to Other Govt Agencies
2718,Property Tax Redev Increment - Allocated
2719,Fillmore Heritage Garage
2720,Interest Earned - Loans/Leases
2721,State Criminal Alien Assist Prog (SCAAP)
2722,Fuel Sales & Maintenance Services
2723,Planning - Medical Cannabis Dispensary
2724,Senate Bill 208 State Penalty Differential
2725,Internal Service Fund Recovery From District Attorney (All Agency Operations)
2726,Internal Service Fund Recovery From Medical Examiner/Coroner (All Agency Operations)
2727,Interfund Transfer In From 6I/Telecommunications and Information Fund
2728,Capital Contributions - State
2729,Library Copy and Print Fees
2730,OTI Fr 3C/SIF-Street Impvt Cap Prj Fd
2731,OTO to 6I/TIF-Dtis Tif Fund
2732,Gf-City Innovation Fellows Program
2733,Recreation Garage Revenue Stabilization
2734,General Fund - Commission on Status of Women
2735,Reserve for Early Childhood Development
2736,Lead Base Hazard Reduction Assistance
2737,OTO to 2S/NDF-Neigborhood Dev Fd
2738,Designated for One-Time Expenditures
2739,Administrative Office Tax (Proposition E)
2740,Gross Receipts Tax Proposition E
2741,Ellis-O'Farrel Garage-Commercial
2742,Golden Gateway Garage-Commercial
2743,Mission Bay North Hsg Prop Tax Inc
2744,Mission Bay South Hsg Prop Tax Inc
2745,Proceeds From Refunding of Bonds
2746,Mission Bay North Non-Housing Property Tax Increment
2747,Mission Bay South Non-Housing Property Tax Increment
2748,Prop Tax Redev Inc-Adm Cost Allowance
2749,Gf-Hrd-Personnel Analyst Development
2750,Retiree Health Care - City Match - Proposition B
2751,Pierce Street Garage-Commercial
2752,Employee Parking/Other City Departments
2753,Other Federal-Public Assitance Program
2754,Child Poverty & Family Support Subacct
2755,Exp Rec Fr SFCCD (AAO)
2756,Expense Recovery From Academy of Science (Non-All Agency Operations)
2757,Expense Recovery From Asian Arts Museum (Non-All Agency Operations)
2758,Ocii Payments To City Attorney
2759,Ocii Payments-Rent Paid To Real Estate
2760,Reserve For Affordable Housing
2761,California Public Employees' Retirement System Health - Retirees
2762,Ocii Payments To Arts Commission
2763,Ocii Payments To City Administrator
2764,Ocii Payments To City Mail/Repro
2765,Ocii Payments To City Planning
2766,Ocii Payments To Controller-Aosd
2767,Ocii Payments To Dph-Toxics
2768,Ocii Payments To Dpw-Construction Mgmt
2769,Ocii Payments To Dt-Email
2770,Ocii Payments To Dt-Telephone
2771,Ocii Payments To Mayors Office Of Hsg
2772,Ocii Payments To Municipal Railway
2773,Ocii Payments To Port
2774,Construction Management Services
2775,Environmental Contractor/Consulting Svc
2776,Expense Recovery From ADM (Non-All Agency Operations)
2777,Designated for Replacement of Facilities
2778,Expired Check Cancellations(Reissue)
2779,Con-Financial Systems Replacement Proj
2780,Internal Service - General Services Administration - Fleet Pool/Carshare Vehicles
2781,Cost of Issuance-Cert of Participation
2782,Exp Rec Fr Cleanwater (Non-AAO)
2783,Interfund Transfer In From 2S/Culture and Recreation Fund
2784,Proceeds From Lease Revenue Bonds
2785,Veterans Building - Office Rental
2786,Ocii Payments To Economic Development
2787,Ocii Payments To Sfgov-Tv
2788,Ocii Pmt To Oca-Labor Standards Enforcmt
2789,Office of Community Investment and Infrastructure Benefits and Employer Taxes Budget
2790,Ocii Salary Budget
2791,Reserve for Community Grants
2792,Internal Service Fund Recovery From Adult Probation (All Agency Operations)
2793,Transfer In For MTA Population Baseline
2794,OTO to 3C/XCF-City Facilities Cap Prj Fd
2795,OTO to 5C-Cleanwater Program Funds
2796,OTO to 5W-Water Department Funds
2797,Transfer Out For MTA Population Baseline
2798,Gf-Yerba Buena Gardens
2799,General Fund - Administration - Grants for The Arts
2800,Expense Recovery From Parking and Traffic (Non-All Agency Operations)
2801,Other Concessions - Miscellaneous
2802,Expense Recovery From CleanPowerSF (All Agency Operations)
2803,Exp Rec Fr Homelessness Services (Aao)
2804,California Public Employees' Retirement System Unfunded Liability Payment
2805,Workers' Compensation Expense
2806,Exp Rec Fr Treas/Tax Coll (Non-AAO)
2807,Retiree Health Care - City Match - Proposition C
2808,Enterprise Agreement
2809,Sales & Use Tax (New)
2810,Electricity Sale-Cca
2811,Iti Fr 5q-Cleanpowersf Funds
2812,OTO to 2S/GTF-Gasoline Tax Fund
2813,Ocii Payments To Sfpuc-Personnel
2814,Ito To 5q-Cleanpowersf Funds
2815,OTO to 5X-MTA Parking Garages/Other
2816,Grant Expenditures Budget - Cfwd Only
2817,Gf-Con- Information System Ops
