incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
8018439,0,80184390,2180 Post Street,2008-02-28,80590228,2008-02-28 13:35:51,2008-02-28 13:46:27,2008-02-28 13:57:20,San Francisco,94117.0,B04,10,4443,1,4,0,0,0,0,E21,50.0,50.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"311  -  24 - hr care nurse homes, 4 or more person","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,5.0,Japantown,"-122.437677, 37.784643",2008-02-28 21:18:20,2025-06-01 02:18:08
8018442,0,80184420,750 Gonzalez Drive,2008-02-28,80590232,2008-02-28 13:43:47,2008-02-28 13:51:04,2008-02-28 13:59:55,San Francisco,94132.0,B08,19,4443,3,11,0,0,0,0,T19,50.0,50.0,0,0,0,0,1,531  -  Smoke or odor removal,Mutual aid received,51  -  Ventilate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,Lakeshore,"-122.480599, 37.717531",2008-03-03 12:54:34,2025-06-01 02:18:08
8018443,0,80184430,"Dalewood Way, / Lansdale Avenue",2008-02-28,80590233,2008-02-28 13:44:36,2008-02-28 13:49:30,2008-02-28 13:53:27,San Francisco,94127.0,B09,39,4443,8,30,2,3,0,0,RS2,50.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,West of Twin Peaks,"-122.4603364, 37.73781242",2008-02-28 16:26:11,2025-06-01 02:18:08
8018444,0,80184440,2100 Market Street,2008-02-28,80590231,2008-02-28 13:44:26,2008-02-28 13:49:10,2008-02-28 13:50:27,San Francisco,94114.0,B02,6,4443,2,9,0,0,0,0,E06,50.0,50.0,0,0,0,0,1,"500  -  Service Call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"400  -  Residential, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,8.0,Castro/Upper Market,"-122.429072, 37.767503",2008-03-31 01:59:56,2025-06-01 02:18:08
8018445,0,80184450,175 21st Avenue,2008-02-28,80590235,2008-02-28 13:49:58,2008-02-28 13:57:41,2008-02-28 14:08:51,San Francisco,94121.0,B07,14,7173,3,10,0,0,0,0,B07,50.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"400  -  Residential, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,1.0,Outer Richmond,"-122.480848, 37.784562",2008-02-28 15:15:08,2025-06-01 02:18:08
8018447,0,80184470,802 Clay Street,2008-02-28,80590238,2008-02-28 13:56:44,2008-02-28 13:59:58,2008-02-28 14:10:57,San Francisco,94133.0,B01,13,4443,12,42,0,0,0,0,E13,50.0,1.0,0,0,0,0,1,"113  -  Cooking fire, confined to container",Mutual aid received,11  -  Extinguish,86  -  Investigate,86  -  Investigate,U  -  Unknown,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,11  -  Spark/ember/flame from operating equi,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,"3  - Idle, not routinely used",1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,U  - Undetermined,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,U  - Undetermined,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Chinatown,"-122.40651828, 37.79438306",2008-02-28 15:01:57,2025-06-01 02:18:08
8018456,0,80184560,382 Surrey Street,2008-02-28,80590246,2008-02-28 14:15:04,2008-02-28 14:24:05,2008-02-28 15:21:51,San Francisco,94110.0,B06,26,4443,1,4,0,0,0,0,M22,50.0,50.0,0,0,0,0,1,323  -  Auto/Ped. Accident (Veh.),Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,8.0,Glen Park,"-122.438531, 37.735786",2008-02-28 21:19:13,2025-06-01 02:18:08
8018457,0,80184570,760 Grove Street,2008-02-28,80590248,2008-02-28 14:19:16,2008-02-28 14:21:13,2008-02-28 14:34:00,San Francisco,94115.0,B02,5,4443,9,31,1,2,0,0,B02,50.0,50.0,0,0,0,0,1,"113  -  Cooking fire, confined to container",Mutual aid received,"10  -  Fire, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",3  -  Unattended or unsupervised person,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,5.0,Hayes Valley,"-122.42894375, 37.77755714",2008-02-28 17:00:16,2025-06-01 02:18:08
8018470,0,80184700,Portola Drive / Miraloma Drive,2008-02-28,80590264,2008-02-28 15:06:18,2008-02-28 15:16:00,2008-02-28 15:16:00,San Francisco,94127.0,B08,39,4443,1,4,0,0,0,0,E01,50.0,50.0,0,0,0,0,1,"651  -  Smoke scare, odor of smoke",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,West of Twin Peaks,"-122.459329, 37.740488",2008-02-28 19:35:56,2025-06-01 02:18:08
8018471,0,80184710,1 Sf Intl Airport,2008-02-28,80590265,2008-02-28 13:05:34,2008-02-28 13:36:37,2008-02-28 13:36:37,San Francisco International Airport area,94128.0,B09,A3,4443,2,5,0,0,0,0,AP,50.0,50.0,0,0,0,0,1,733  -  Smoke detector activation/malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,171  -  Airport passenger terminal,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Mission,"-122.38416, 37.616901",2008-02-28 19:40:40,2025-06-01 02:18:08
8018472,0,80184720,1 Sf Intl Airport,2008-02-28,80590267,2008-02-28 14:24:57,2008-02-28 14:29:27,2008-02-28 14:35:40,San Francisco International Airport area,94128.0,B09,A3,4443,2,5,0,0,0,0,AP,50.0,50.0,0,0,0,0,1,"744  -  Detector activation, no fire  -  accident",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,171  -  Airport passenger terminal,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Mission,"-122.38416, 37.616901",2008-02-28 19:59:35,2025-06-01 02:18:08
8018475,0,80184750,Taraval Street / 36th Avenue,2008-02-28,80590270,2008-02-28 15:19:12,2008-02-28 15:25:15,2008-02-28 15:31:31,San Francisco,94122.0,B08,18,4443,2,6,0,0,0,0,E18,50.0,50.0,0,0,0,0,1,"300  -  Rescue, EMS call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,4.0,Sunset/Parkside,"-122.493905, 37.742246",2008-02-28 16:13:15,2025-06-01 02:18:08
8018482,0,80184820,151 Powell Street,2008-02-28,80590277,2008-02-28 15:42:04,2008-02-28 15:47:31,2008-02-28 15:50:06,San Francisco,94105.0,B01,1,4443,3,10,0,0,0,0,T01,50.0,50.0,0,0,0,0,1,"740  -  Unintentional alarm, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"580  -  General retail, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Tenderloin,"-122.40832551, 37.78616151",2008-02-28 21:47:30,2025-06-01 02:18:08
8018487,0,80184870,323 Geary Street,2008-02-28,80590282,2008-02-28 16:00:32,2008-02-28 16:03:32,2008-02-28 16:14:14,San Francisco,94105.0,B01,3,4443,3,10,0,0,0,0,E01,50.0,50.0,0,0,0,0,1,"740  -  Unintentional alarm, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Tenderloin,"-122.408634, 37.787239",2008-02-28 21:50:10,2025-06-01 02:18:08
8018488,0,80184880,Geary Block. / 42nd Avenue,2008-02-28,80590284,2008-02-28 16:03:23,2008-02-28 16:10:14,2008-02-28 16:20:25,San Francisco,94121.0,B07,34,4443,1,4,0,0,0,0,T14,50.0,50.0,0,0,0,0,1,554  -  Assist invalid,Mutual aid received,71  -  Assist physically disabled,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,1.0,Outer Richmond,"-122.502945, 37.779256",2008-02-28 16:51:21,2025-06-01 02:18:08
8018491,0,80184910,634 Irving Street,2008-02-28,80590287,2008-02-28 16:11:27,2008-02-28 16:19:24,2008-02-28 16:20:00,San Francisco,94122.0,B08,22,4443,1,4,0,0,0,0,E22,50.0,50.0,0,0,0,0,1,"331  -  Lock - in (if lock out , use 511 )",Mutual aid received,"22  -  Rescue, remove from harm",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,965  -  Vehicle parking area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,Inner Sunset,"-122.46497256, 37.76427718",2008-02-28 16:29:37,2025-06-01 02:18:08
8018501,0,80185010,1944 Ocean Avenue,2008-02-28,80590301,2008-02-28 16:52:32,2008-02-28 16:56:51,2008-02-28 17:01:10,San Francisco,94112.0,B09,15,4443,3,11,0,0,0,0,E15,50.0,50.0,0,0,0,0,1,"740  -  Unintentional alarm, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"341  -  Clinic, clinic - type infirmary","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,West of Twin Peaks,"-122.463604, 37.72585",2008-03-03 12:56:33,2025-06-01 02:18:08
8018502,0,80185020,25th Street / Potrero Avenue,2008-02-28,80590298,2008-02-28 16:51:09,2008-02-28 16:57:37,2008-02-28 17:02:25,San Francisco,94124.0,B10,9,4443,1,4,0,0,0,0,E09,50.0,50.0,0,0,0,0,1,"600  -  Good intent call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,9.0,Mission,"-122.406189, 37.751367",2008-02-28 17:34:52,2025-06-01 02:18:08
8018508,0,80185080,23rd Street / Carolina Street,2008-02-28,80590308,2008-02-28 17:16:34,2008-02-28 17:16:34,2008-02-28 18:11:26,San Francisco,94107.0,B10,37,4443,2,5,0,0,0,0,E37,50.0,50.0,0,0,0,0,1,324  -  Motor vehicle accident with no injuries.,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,10.0,Potrero Hill,"-122.381618273, 37.75584087",2008-02-28 21:38:41,2025-06-01 02:18:08
8018514,0,80185140,24th Street / Valencia Street,2008-02-28,80590314,2008-02-28 17:30:46,2008-02-28 17:40:03,2008-02-28 17:42:49,San Francisco,94110.0,B06,11,4443,1,4,0,0,0,0,E07,50.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,9.0,Mission,"-122.420666, 37.752104",2008-08-16 12:38:50,2025-06-01 02:18:08
8018516,0,80185160,398 West Portal Avenue,2008-02-28,80590316,2008-02-28 17:42:21,2008-02-28 17:48:07,2008-02-28 17:48:50,San Francisco,94127.0,B08,39,4443,3,10,0,0,0,0,E39,50.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,West of Twin Peaks,"-122.470583, 37.736683",2008-02-28 21:29:15,2025-06-01 02:18:08
8018521,0,80185210,Geary Block. / Steiner Street,2008-02-28,80590327,2008-02-28 18:01:33,2008-02-28 18:05:31,2008-02-28 18:10:16,San Francisco,94115.0,B04,5,4443,1,4,0,0,0,0,E38,50.0,50.0,0,0,0,0,1,522  -  Water or steam leak,Mutual aid received,61  -  Restore municipal services,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,5.0,Western Addition,"-122.434564, 37.784151",2008-03-16 18:54:51,2025-06-01 02:18:08
8018523,0,80185230,907 Valencia Street,2008-02-28,80590329,2008-02-28 18:03:09,2008-02-28 18:10:19,2008-02-28 18:17:51,San Francisco,94110.0,B06,7,4443,3,10,0,0,0,0,E07,50.0,50.0,0,0,0,0,1,"715  -  Local alarm sys., Malicious False alarm",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,9.0,Mission,"-122.42095842, 37.75835142",2008-02-28 18:30:58,2025-06-01 02:18:08
8018526,0,80185260,Persia Avenue / Athens Street,2008-02-28,80590332,2008-02-28 18:20:41,2008-02-28 18:27:37,2008-02-28 18:33:21,San Francisco,94112.0,B09,43,4443,1,4,0,0,0,0,E43,50.0,50.0,0,0,0,0,1,444  -  Power line down (wire),Mutual aid received,45  -  Remove hazard,55  -  Establish safe area,82  -  Notify other agencies.,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,11.0,Excelsior,"-122.429598, 37.720091",2008-03-27 12:47:54,2025-06-01 02:18:08
8018531,0,80185310,301 Battery Street,2008-02-28,80590337,2008-02-28 18:39:38,2008-02-28 18:44:05,2008-02-28 18:49:36,San Francisco,94104.0,B01,13,4443,3,12,0,0,0,0,T13,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Chinatown,"-122.400785, 37.794289",2008-02-28 19:45:48,2025-06-01 02:18:08
8018532,0,80185320,1 Sf Intl Airport,2008-02-28,80590338,2008-02-28 15:51:52,2008-02-28 15:55:21,2008-02-28 16:02:33,San Francisco International Airport area,94128.0,B09,A3,4443,1,2,0,0,1,1,AP,50.0,50.0,0,0,0,0,1,411  -  Gasoline or other flammable liquid spill,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,974  -  Aircraft loading area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Mission,"-122.38416, 37.616901",2008-02-28 22:24:44,2025-06-01 02:18:08
